,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,BUNDANG
3445,2020-01-10 23:00:00,2020,1,10,3,23,3,353.2
3446,2020-01-11 00:00:00,2020,1,11,3,0,0,338.2
3447,2020-01-11 01:00:00,2020,1,11,3,1,0,300.2
3448,2020-01-11 02:00:00,2020,1,11,3,2,0,290.2
3449,2020-01-11 03:00:00,2020,1,11,3,3,0,285.2
3450,2020-01-11 04:00:00,2020,1,11,3,4,0,289.1
3451,2020-01-11 05:00:00,2020,1,11,3,5,0,301.1
3452,2020-01-11 06:00:00,2020,1,11,3,6,1,317.1
3453,2020-01-11 07:00:00,2020,1,11,3,7,1,333.1
3454,2020-01-11 08:00:00,2020,1,11,3,8,1,345.1
3455,2020-01-11 09:00:00,2020,1,11,3,9,1,340.1
3456,2020-01-11 10:00:00,2020,1,11,3,10,1,320.2
3457,2020-01-11 11:00:00,2020,1,11,3,11,1,289.4
3458,2020-01-11 12:00:00,2020,1,11,3,12,2,265.6
3459,2020-01-11 13:00:00,2020,1,11,3,13,2,248.8
3460,2020-01-11 14:00:00,2020,1,11,3,14,2,242.8
3461,2020-01-11 15:00:00,2020,1,11,3,15,2,239.7
3462,2020-01-11 16:00:00,2020,1,11,3,16,2,244.6
3463,2020-01-11 17:00:00,2020,1,11,3,17,2,255.4
3464,2020-01-11 18:00:00,2020,1,11,3,18,3,272.4
3465,2020-01-11 19:00:00,2020,1,11,3,19,3,289.4
3466,2020-01-11 20:00:00,2020,1,11,3,20,3,306.3
3467,2020-01-11 21:00:00,2020,1,11,3,21,3,318.3
3468,2020-01-11 22:00:00,2020,1,11,3,22,3,317.3
3469,2020-01-11 23:00:00,2020,1,11,3,23,3,308.3
3470,2020-01-12 00:00:00,2020,1,12,3,0,0,292.3
3471,2020-01-12 01:00:00,2020,1,12,3,1,0,305.2
3472,2020-01-12 02:00:00,2020,1,12,3,2,0,295.2
3473,2020-01-12 03:00:00,2020,1,12,3,3,0,283.2
3474,2020-01-12 04:00:00,2020,1,12,3,4,0,280.2
3475,2020-01-12 05:00:00,2020,1,12,3,5,0,294.2
3476,2020-01-12 06:00:00,2020,1,12,3,6,1,299.2
3477,2020-01-12 07:00:00,2020,1,12,3,7,1,296.2
3478,2020-01-12 08:00:00,2020,1,12,3,8,1,300.2
3479,2020-01-12 09:00:00,2020,1,12,3,9,1,311.2
3480,2020-01-12 10:00:00,2020,1,12,3,10,1,315.1
3481,2020-01-12 11:00:00,2020,1,12,3,11,1,287.3
3482,2020-01-12 12:00:00,2020,1,12,3,12,2,258.6
3483,2020-01-12 13:00:00,2020,1,12,3,13,2,253.7
3484,2020-01-12 14:00:00,2020,1,12,3,14,2,253.7
3485,2020-01-12 15:00:00,2020,1,12,3,15,2,236.5
3486,2020-01-12 16:00:00,2020,1,12,3,16,2,240.5
3487,2020-01-12 17:00:00,2020,1,12,3,17,2,268.4
3488,2020-01-12 18:00:00,2020,1,12,3,18,3,314.3
3489,2020-01-12 19:00:00,2020,1,12,3,19,3,333.3
3490,2020-01-12 20:00:00,2020,1,12,3,20,3,337.3
3491,2020-01-12 21:00:00,2020,1,12,3,21,3,331.2
3492,2020-01-12 22:00:00,2020,1,12,3,22,3,330.3
3493,2020-01-12 23:00:00,2020,1,12,3,23,3,336.3
3494,2020-01-13 00:00:00,2020,1,13,3,0,0,338.2
3495,2020-01-13 01:00:00,2020,1,13,3,1,0,323.2
3496,2020-01-13 02:00:00,2020,1,13,3,2,0,299.2
3497,2020-01-13 03:00:00,2020,1,13,3,3,0,286.2
3498,2020-01-13 04:00:00,2020,1,13,3,4,0,292.2
3499,2020-01-13 05:00:00,2020,1,13,3,5,0,311.1
3500,2020-01-13 06:00:00,2020,1,13,3,6,1,336.1
3501,2020-01-13 07:00:00,2020,1,13,3,7,1,362.1
3502,2020-01-13 08:00:00,2020,1,13,3,8,1,381.1
3503,2020-01-13 09:00:00,2020,1,13,3,9,1,379.2
3504,2020-01-13 10:00:00,2020,1,13,3,10,1,364.2
3505,2020-01-13 11:00:00,2020,1,13,3,11,1,337.4
3506,2020-01-13 12:00:00,2020,1,13,3,12,2,312.6
3507,2020-01-13 13:00:00,2020,1,13,3,13,2,294.6
3508,2020-01-13 14:00:00,2020,1,13,3,14,2,278.7
3509,2020-01-13 15:00:00,2020,1,13,3,15,2,276.6
3510,2020-01-13 16:00:00,2020,1,13,3,16,2,293.5
3511,2020-01-13 17:00:00,2020,1,13,3,17,2,307.4
3512,2020-01-13 18:00:00,2020,1,13,3,18,3,327.3
3513,2020-01-13 19:00:00,2020,1,13,3,19,3,346.2
3514,2020-01-13 20:00:00,2020,1,13,3,20,3,364.1
3515,2020-01-13 21:00:00,2020,1,13,3,21,3,376.2
3516,2020-01-13 22:00:00,2020,1,13,3,22,3,379.2
3517,2020-01-13 23:00:00,2020,1,13,3,23,3,364.1
3518,2020-01-14 00:00:00,2020,1,14,3,0,0,356.1
3519,2020-01-14 01:00:00,2020,1,14,3,1,0,239.1
3520,2020-01-14 02:00:00,2020,1,14,3,2,0,214.1
3521,2020-01-14 03:00:00,2020,1,14,3,3,0,205.1
3522,2020-01-14 04:00:00,2020,1,14,3,4,0,212.1
3523,2020-01-14 05:00:00,2020,1,14,3,5,0,232.0
3524,2020-01-14 06:00:00,2020,1,14,3,6,1,271.1
3525,2020-01-14 07:00:00,2020,1,14,3,7,1,329.1
3526,2020-01-14 08:00:00,2020,1,14,3,8,1,338.1
3527,2020-01-14 09:00:00,2020,1,14,3,9,1,275.1
3528,2020-01-14 10:00:00,2020,1,14,3,10,1,238.1
3529,2020-01-14 11:00:00,2020,1,14,3,11,1,236.9
3530,2020-01-14 12:00:00,2020,1,14,3,12,2,257.5
3531,2020-01-14 13:00:00,2020,1,14,3,13,2,282.6
3532,2020-01-14 14:00:00,2020,1,14,3,14,2,326.6
3533,2020-01-14 15:00:00,2020,1,14,3,15,2,373.5
3534,2020-01-14 16:00:00,2020,1,14,3,16,2,410.5
3535,2020-01-14 17:00:00,2020,1,14,3,17,2,450.4
3536,2020-01-14 18:00:00,2020,1,14,3,18,3,481.3
3537,2020-01-14 19:00:00,2020,1,14,3,19,3,497.3
3538,2020-01-14 20:00:00,2020,1,14,3,20,3,492.2
3539,2020-01-14 21:00:00,2020,1,14,3,21,3,479.2
3540,2020-01-14 22:00:00,2020,1,14,3,22,3,464.2
3541,2020-01-14 23:00:00,2020,1,14,3,23,3,440.2
3542,2020-01-15 00:00:00,2020,1,15,3,0,0,349.1
3543,2020-01-15 01:00:00,2020,1,15,3,1,0,301.1
3544,2020-01-15 02:00:00,2020,1,15,3,2,0,342.1
3545,2020-01-15 03:00:00,2020,1,15,3,3,0,351.1
3546,2020-01-15 04:00:00,2020,1,15,3,4,0,348.1
3547,2020-01-15 05:00:00,2020,1,15,3,5,0,347.0
3548,2020-01-15 06:00:00,2020,1,15,3,6,1,360.0
3549,2020-01-15 07:00:00,2020,1,15,3,7,1,386.0
3550,2020-01-15 08:00:00,2020,1,15,3,8,1,404.0
3551,2020-01-15 09:00:00,2020,1,15,3,9,1,402.0
3552,2020-01-15 10:00:00,2020,1,15,3,10,1,349.1
3553,2020-01-15 11:00:00,2020,1,15,3,11,1,340.3
3554,2020-01-15 12:00:00,2020,1,15,3,12,2,336.5
3555,2020-01-15 13:00:00,2020,1,15,3,13,2,294.5
3556,2020-01-15 14:00:00,2020,1,15,3,14,2,287.5
3557,2020-01-15 15:00:00,2020,1,15,3,15,2,266.5
3558,2020-01-15 16:00:00,2020,1,15,3,16,2,258.0
3559,2020-01-15 17:00:00,2020,1,15,3,17,2,270.2
3560,2020-01-15 18:00:00,2020,1,15,3,18,3,309.0
3561,2020-01-15 19:00:00,2020,1,15,3,19,3,334.0
3562,2020-01-15 20:00:00,2020,1,15,3,20,3,352.9
3563,2020-01-15 21:00:00,2020,1,15,3,21,3,362.0
3564,2020-01-15 22:00:00,2020,1,15,3,22,3,378.0
3565,2020-01-15 23:00:00,2020,1,15,3,23,3,384.0
3566,2020-01-16 00:00:00,2020,1,16,3,0,0,385.1
3567,2020-01-16 01:00:00,2020,1,16,3,1,0,341.0
3568,2020-01-16 02:00:00,2020,1,16,3,2,0,330.9
3569,2020-01-16 03:00:00,2020,1,16,3,3,0,323.9
3570,2020-01-16 04:00:00,2020,1,16,3,4,0,326.9
3571,2020-01-16 05:00:00,2020,1,16,3,5,0,338.9
3572,2020-01-16 06:00:00,2020,1,16,3,6,1,361.8
3573,2020-01-16 07:00:00,2020,1,16,3,7,1,388.9
3574,2020-01-16 08:00:00,2020,1,16,3,8,1,406.0
3575,2020-01-16 09:00:00,2020,1,16,3,9,1,396.0
3576,2020-01-16 10:00:00,2020,1,16,3,10,1,370.0
3577,2020-01-16 11:00:00,2020,1,16,3,11,1,334.4
3578,2020-01-16 12:00:00,2020,1,16,3,12,2,308.3
3579,2020-01-16 13:00:00,2020,1,16,3,13,2,292.6
3580,2020-01-16 14:00:00,2020,1,16,3,14,2,272.4
3581,2020-01-16 15:00:00,2020,1,16,3,15,2,268.3
3582,2020-01-16 16:00:00,2020,1,16,3,16,2,272.2
3583,2020-01-16 17:00:00,2020,1,16,3,17,2,283.1
3584,2020-01-16 18:00:00,2020,1,16,3,18,3,300.3
3585,2020-01-16 19:00:00,2020,1,16,3,19,3,320.2
3586,2020-01-16 20:00:00,2020,1,16,3,20,3,343.3
3587,2020-01-16 21:00:00,2020,1,16,3,21,3,360.3
3588,2020-01-16 22:00:00,2020,1,16,3,22,3,372.2
3589,2020-01-16 23:00:00,2020,1,16,3,23,3,368.2
3590,2020-01-17 00:00:00,2020,1,17,3,0,0,359.2
3591,2020-01-17 01:00:00,2020,1,17,3,1,0,335.2
3592,2020-01-17 02:00:00,2020,1,17,3,2,0,321.2
3593,2020-01-17 03:00:00,2020,1,17,3,3,0,320.1
3594,2020-01-17 04:00:00,2020,1,17,3,4,0,320.1
3595,2020-01-17 05:00:00,2020,1,17,3,5,0,324.1
3596,2020-01-17 06:00:00,2020,1,17,3,6,1,332.1
3597,2020-01-17 07:00:00,2020,1,17,3,7,1,359.2
3598,2020-01-17 08:00:00,2020,1,17,3,8,1,406.2
3599,2020-01-17 09:00:00,2020,1,17,3,9,1,430.1
3600,2020-01-17 10:00:00,2020,1,17,3,10,1,361.1
3601,2020-01-17 11:00:00,2020,1,17,3,11,1,329.3
3602,2020-01-17 12:00:00,2020,1,17,3,12,2,275.5
3603,2020-01-17 13:00:00,2020,1,17,3,13,2,261.5
3604,2020-01-17 14:00:00,2020,1,17,3,14,2,256.7
3605,2020-01-17 15:00:00,2020,1,17,3,15,2,257.9
3606,2020-01-17 16:00:00,2020,1,17,3,16,2,271.5
3607,2020-01-17 17:00:00,2020,1,17,3,17,2,299.3
3608,2020-01-17 18:00:00,2020,1,17,3,18,3,321.3
3609,2020-01-17 19:00:00,2020,1,17,3,19,3,339.0
3610,2020-01-17 20:00:00,2020,1,17,3,20,3,349.3
3611,2020-01-17 21:00:00,2020,1,17,3,21,3,349.3
3612,2020-01-17 22:00:00,2020,1,17,3,22,3,354.3
3613,2020-01-17 23:00:00,2020,1,17,3,23,3,352.2
3614,2020-01-18 00:00:00,2020,1,18,3,0,0,349.2
3615,2020-01-18 01:00:00,2020,1,18,3,1,0,319.2
3616,2020-01-18 02:00:00,2020,1,18,3,2,0,305.2
3617,2020-01-18 03:00:00,2020,1,18,3,3,0,299.2
3618,2020-01-18 04:00:00,2020,1,18,3,4,0,311.2
3619,2020-01-18 05:00:00,2020,1,18,3,5,0,329.1
3620,2020-01-18 06:00:00,2020,1,18,3,6,1,353.1
3621,2020-01-18 07:00:00,2020,1,18,3,7,1,366.1
3622,2020-01-18 08:00:00,2020,1,18,3,8,1,364.1
3623,2020-01-18 09:00:00,2020,1,18,3,9,1,338.1
3624,2020-01-18 10:00:00,2020,1,18,3,10,1,311.1
3625,2020-01-18 11:00:00,2020,1,18,3,11,1,294.4
3626,2020-01-18 12:00:00,2020,1,18,3,12,2,275.7
3627,2020-01-18 13:00:00,2020,1,18,3,13,2,261.8
3628,2020-01-18 14:00:00,2020,1,18,3,14,2,254.8
3629,2020-01-18 15:00:00,2020,1,18,3,15,2,254.8
3630,2020-01-18 16:00:00,2020,1,18,3,16,2,260.7
3631,2020-01-18 17:00:00,2020,1,18,3,17,2,269.5
3632,2020-01-18 18:00:00,2020,1,18,3,18,3,287.2
3633,2020-01-18 19:00:00,2020,1,18,3,19,3,310.2
3634,2020-01-18 20:00:00,2020,1,18,3,20,3,330.1
3635,2020-01-18 21:00:00,2020,1,18,3,21,3,337.1
3636,2020-01-18 22:00:00,2020,1,18,3,22,3,338.1
3637,2020-01-18 23:00:00,2020,1,18,3,23,3,328.1
3638,2020-01-19 00:00:00,2020,1,19,3,0,0,304.0
3639,2020-01-19 01:00:00,2020,1,19,3,1,0,333.0
3640,2020-01-19 02:00:00,2020,1,19,3,2,0,312.0
3641,2020-01-19 03:00:00,2020,1,19,3,3,0,297.1
3642,2020-01-19 04:00:00,2020,1,19,3,4,0,289.1
3643,2020-01-19 05:00:00,2020,1,19,3,5,0,288.1
3644,2020-01-19 06:00:00,2020,1,19,3,6,1,291.1
3645,2020-01-19 07:00:00,2020,1,19,3,7,1,295.1
3646,2020-01-19 08:00:00,2020,1,19,3,8,1,308.1
3647,2020-01-19 09:00:00,2020,1,19,3,9,1,331.1
3648,2020-01-19 10:00:00,2020,1,19,3,10,1,336.2
3649,2020-01-19 11:00:00,2020,1,19,3,11,1,307.2
3650,2020-01-19 12:00:00,2020,1,19,3,12,2,276.3
3651,2020-01-19 13:00:00,2020,1,19,3,13,2,264.3
3652,2020-01-19 14:00:00,2020,1,19,3,14,2,267.3
3653,2020-01-19 15:00:00,2020,1,19,3,15,2,270.2
3654,2020-01-19 16:00:00,2020,1,19,3,16,2,278.4
3655,2020-01-19 17:00:00,2020,1,19,3,17,2,287.5
3656,2020-01-19 18:00:00,2020,1,19,3,18,3,297.7
3657,2020-01-19 19:00:00,2020,1,19,3,19,3,305.2
3658,2020-01-19 20:00:00,2020,1,19,3,20,3,322.1
3659,2020-01-19 21:00:00,2020,1,19,3,21,3,357.1
3660,2020-01-19 22:00:00,2020,1,19,3,22,3,361.2
3661,2020-01-19 23:00:00,2020,1,19,3,23,3,335.1
3662,2020-01-20 00:00:00,2020,1,20,3,0,0,314.1
3663,2020-01-20 01:00:00,2020,1,20,3,1,0,349.1
3664,2020-01-20 02:00:00,2020,1,20,3,2,0,347.1
3665,2020-01-20 03:00:00,2020,1,20,3,3,0,336.1
3666,2020-01-20 04:00:00,2020,1,20,3,4,0,309.1
3667,2020-01-20 05:00:00,2020,1,20,3,5,0,290.1
3668,2020-01-20 06:00:00,2020,1,20,3,6,1,265.1
3669,2020-01-20 07:00:00,2020,1,20,3,7,1,287.1
3670,2020-01-20 08:00:00,2020,1,20,3,8,1,346.1
3671,2020-01-20 09:00:00,2020,1,20,3,9,1,358.1
3672,2020-01-20 10:00:00,2020,1,20,3,10,1,352.2
3673,2020-01-20 11:00:00,2020,1,20,3,11,1,320.5
3674,2020-01-20 12:00:00,2020,1,20,3,12,2,286.7
3675,2020-01-20 13:00:00,2020,1,20,3,13,2,255.4
3676,2020-01-20 14:00:00,2020,1,20,3,14,2,254.7
3677,2020-01-20 15:00:00,2020,1,20,3,15,2,253.3
3678,2020-01-20 16:00:00,2020,1,20,3,16,2,261.4
3679,2020-01-20 17:00:00,2020,1,20,3,17,2,274.6
3680,2020-01-20 18:00:00,2020,1,20,3,18,3,293.7
3681,2020-01-20 19:00:00,2020,1,20,3,19,3,307.7
3682,2020-01-20 20:00:00,2020,1,20,3,20,3,333.7
3683,2020-01-20 21:00:00,2020,1,20,3,21,3,358.6
3684,2020-01-20 22:00:00,2020,1,20,3,22,3,377.5
3685,2020-01-20 23:00:00,2020,1,20,3,23,3,361.5
3686,2020-01-21 00:00:00,2020,1,21,3,0,0,358.5
3687,2020-01-21 01:00:00,2020,1,21,3,1,0,334.5
3688,2020-01-21 02:00:00,2020,1,21,3,2,0,304.5
3689,2020-01-21 03:00:00,2020,1,21,3,3,0,290.4
3690,2020-01-21 04:00:00,2020,1,21,3,4,0,286.4
3691,2020-01-21 05:00:00,2020,1,21,3,5,0,299.3
3692,2020-01-21 06:00:00,2020,1,21,3,6,1,331.3
3693,2020-01-21 07:00:00,2020,1,21,3,7,1,383.3
3694,2020-01-21 08:00:00,2020,1,21,3,8,1,433.3
3695,2020-01-21 09:00:00,2020,1,21,3,9,1,417.3
3696,2020-01-21 10:00:00,2020,1,21,3,10,1,372.5
3697,2020-01-21 11:00:00,2020,1,21,3,11,1,321.8
3698,2020-01-21 12:00:00,2020,1,21,3,12,2,283.8
3699,2020-01-21 13:00:00,2020,1,21,3,13,2,252.7
3700,2020-01-21 14:00:00,2020,1,21,3,14,2,237.9
3701,2020-01-21 15:00:00,2020,1,21,3,15,2,230.9
3702,2020-01-21 16:00:00,2020,1,21,3,16,2,235.7
3703,2020-01-21 17:00:00,2020,1,21,3,17,2,249.6
3704,2020-01-21 18:00:00,2020,1,21,3,18,3,272.5
3705,2020-01-21 19:00:00,2020,1,21,3,19,3,296.5
3706,2020-01-21 20:00:00,2020,1,21,3,20,3,334.4
3707,2020-01-21 21:00:00,2020,1,21,3,21,3,353.6
3708,2020-01-21 22:00:00,2020,1,21,3,22,3,359.6
3709,2020-01-21 23:00:00,2020,1,21,3,23,3,352.6
3710,2020-01-22 00:00:00,2020,1,22,3,0,0,338.5
3711,2020-01-22 01:00:00,2020,1,22,3,1,0,322.5
3712,2020-01-22 02:00:00,2020,1,22,3,2,0,304.5
3713,2020-01-22 03:00:00,2020,1,22,3,3,0,295.5
3714,2020-01-22 04:00:00,2020,1,22,3,4,0,301.5
3715,2020-01-22 05:00:00,2020,1,22,3,5,0,306.5
3716,2020-01-22 06:00:00,2020,1,22,3,6,1,307.5
3717,2020-01-22 07:00:00,2020,1,22,3,7,1,316.5
3718,2020-01-22 08:00:00,2020,1,22,3,8,1,359.5
3719,2020-01-22 09:00:00,2020,1,22,3,9,1,375.5
3720,2020-01-22 10:00:00,2020,1,22,3,10,1,360.6
3721,2020-01-22 11:00:00,2020,1,22,3,11,1,307.6
3722,2020-01-22 12:00:00,2020,1,22,3,12,2,281.5
3723,2020-01-22 13:00:00,2020,1,22,3,13,2,275.7
3724,2020-01-22 14:00:00,2020,1,22,3,14,2,269.6
3725,2020-01-22 15:00:00,2020,1,22,3,15,2,268.6
3726,2020-01-22 16:00:00,2020,1,22,3,16,2,269.6
3727,2020-01-22 17:00:00,2020,1,22,3,17,2,270.0
3728,2020-01-22 18:00:00,2020,1,22,3,18,3,291.7
3729,2020-01-22 19:00:00,2020,1,22,3,19,3,323.7
3730,2020-01-22 20:00:00,2020,1,22,3,20,3,342.7
3731,2020-01-22 21:00:00,2020,1,22,3,21,3,344.7
3732,2020-01-22 22:00:00,2020,1,22,3,22,3,345.7
3733,2020-01-22 23:00:00,2020,1,22,3,23,3,329.7
3734,2020-01-23 00:00:00,2020,1,23,3,0,0,319.7
3735,2020-01-23 01:00:00,2020,1,23,3,1,0,303.7
3736,2020-01-23 02:00:00,2020,1,23,3,2,0,283.7
3737,2020-01-23 03:00:00,2020,1,23,3,3,0,271.7
3738,2020-01-23 04:00:00,2020,1,23,3,4,0,273.7
3739,2020-01-23 05:00:00,2020,1,23,3,5,0,295.7
3740,2020-01-23 06:00:00,2020,1,23,3,6,1,324.7
3741,2020-01-23 07:00:00,2020,1,23,3,7,1,346.7
3742,2020-01-23 08:00:00,2020,1,23,3,8,1,353.7
3743,2020-01-23 09:00:00,2020,1,23,3,9,1,327.7
3744,2020-01-23 10:00:00,2020,1,23,3,10,1,295.7
3745,2020-01-23 11:00:00,2020,1,23,3,11,1,265.1
3746,2020-01-23 12:00:00,2020,1,23,3,12,2,242.2
3747,2020-01-23 13:00:00,2020,1,23,3,13,2,229.2
3748,2020-01-23 14:00:00,2020,1,23,3,14,2,221.3
3749,2020-01-23 15:00:00,2020,1,23,3,15,2,220.2
3750,2020-01-23 16:00:00,2020,1,23,3,16,2,230.0
3751,2020-01-23 17:00:00,2020,1,23,3,17,2,241.8
3752,2020-01-23 18:00:00,2020,1,23,3,18,3,255.8
3753,2020-01-23 19:00:00,2020,1,23,3,19,3,274.8
3754,2020-01-23 20:00:00,2020,1,23,3,20,3,292.8
3755,2020-01-23 21:00:00,2020,1,23,3,21,3,297.8
3756,2020-01-23 22:00:00,2020,1,23,3,22,3,291.8
3757,2020-01-23 23:00:00,2020,1,23,3,23,3,274.8
3758,2020-01-24 00:00:00,2020,1,24,3,0,0,259.8
3759,2020-01-24 01:00:00,2020,1,24,3,1,0,269.7
3760,2020-01-24 02:00:00,2020,1,24,3,2,0,265.7
3761,2020-01-24 03:00:00,2020,1,24,3,3,0,261.6
3762,2020-01-24 04:00:00,2020,1,24,3,4,0,258.6
3763,2020-01-24 05:00:00,2020,1,24,3,5,0,260.6
3764,2020-01-24 06:00:00,2020,1,24,3,6,1,274.6
3765,2020-01-24 07:00:00,2020,1,24,3,7,1,294.6
3766,2020-01-24 08:00:00,2020,1,24,3,8,1,319.6
3767,2020-01-24 09:00:00,2020,1,24,3,9,1,335.6
3768,2020-01-24 10:00:00,2020,1,24,3,10,1,324.7
3769,2020-01-24 11:00:00,2020,1,24,3,11,1,299.9
3770,2020-01-24 12:00:00,2020,1,24,3,12,2,275.1
3771,2020-01-24 13:00:00,2020,1,24,3,13,2,253.1
3772,2020-01-24 14:00:00,2020,1,24,3,14,2,228.1
3773,2020-01-24 15:00:00,2020,1,24,3,15,2,210.0
3774,2020-01-24 16:00:00,2020,1,24,3,16,2,198.0
3775,2020-01-24 17:00:00,2020,1,24,3,17,2,199.8
3776,2020-01-24 18:00:00,2020,1,24,3,18,3,206.8
3777,2020-01-24 19:00:00,2020,1,24,3,19,3,230.8
3778,2020-01-24 20:00:00,2020,1,24,3,20,3,262.7
3779,2020-01-24 21:00:00,2020,1,24,3,21,3,291.7
3780,2020-01-24 22:00:00,2020,1,24,3,22,3,293.7
3781,2020-01-24 23:00:00,2020,1,24,3,23,3,276.7
3782,2020-01-25 00:00:00,2020,1,25,3,0,0,253.8
3783,2020-01-25 01:00:00,2020,1,25,3,1,0,239.7
3784,2020-01-25 02:00:00,2020,1,25,3,2,0,243.6
3785,2020-01-25 03:00:00,2020,1,25,3,3,0,245.7
3786,2020-01-25 04:00:00,2020,1,25,3,4,0,247.6
3787,2020-01-25 05:00:00,2020,1,25,3,5,0,248.6
3788,2020-01-25 06:00:00,2020,1,25,3,6,1,250.6
3789,2020-01-25 07:00:00,2020,1,25,3,7,1,264.6
3790,2020-01-25 08:00:00,2020,1,25,3,8,1,264.6
3791,2020-01-25 09:00:00,2020,1,25,3,9,1,255.0
3792,2020-01-25 10:00:00,2020,1,25,3,10,1,235.7
3793,2020-01-25 11:00:00,2020,1,25,3,11,1,220.8
3794,2020-01-25 12:00:00,2020,1,25,3,12,2,201.1
3795,2020-01-25 13:00:00,2020,1,25,3,13,2,193.0
3796,2020-01-25 14:00:00,2020,1,25,3,14,2,182.9
3797,2020-01-25 15:00:00,2020,1,25,3,15,2,170.8
3798,2020-01-25 16:00:00,2020,1,25,3,16,2,163.8
3799,2020-01-25 17:00:00,2020,1,25,3,17,2,182.8
3800,2020-01-25 18:00:00,2020,1,25,3,18,3,207.8
3801,2020-01-25 19:00:00,2020,1,25,3,19,3,231.8
3802,2020-01-25 20:00:00,2020,1,25,3,20,3,244.8
3803,2020-01-25 21:00:00,2020,1,25,3,21,3,252.8
3804,2020-01-25 22:00:00,2020,1,25,3,22,3,262.8
3805,2020-01-25 23:00:00,2020,1,25,3,23,3,290.8
3806,2020-01-26 00:00:00,2020,1,26,3,0,0,275.9
3807,2020-01-26 01:00:00,2020,1,26,3,1,0,256.8
3808,2020-01-26 02:00:00,2020,1,26,3,2,0,240.7
3809,2020-01-26 03:00:00,2020,1,26,3,3,0,228.7
3810,2020-01-26 04:00:00,2020,1,26,3,4,0,224.7
3811,2020-01-26 05:00:00,2020,1,26,3,5,0,229.7
3812,2020-01-26 06:00:00,2020,1,26,3,6,1,239.7
3813,2020-01-26 07:00:00,2020,1,26,3,7,1,260.6
3814,2020-01-26 08:00:00,2020,1,26,3,8,1,286.7
3815,2020-01-26 09:00:00,2020,1,26,3,9,1,299.6
3816,2020-01-26 10:00:00,2020,1,26,3,10,1,291.7
3817,2020-01-26 11:00:00,2020,1,26,3,11,1,259.0
3818,2020-01-26 12:00:00,2020,1,26,3,12,2,228.2
3819,2020-01-26 13:00:00,2020,1,26,3,13,2,197.2
3820,2020-01-26 14:00:00,2020,1,26,3,14,2,183.2
3821,2020-01-26 15:00:00,2020,1,26,3,15,2,178.3
3822,2020-01-26 16:00:00,2020,1,26,3,16,2,179.1
3823,2020-01-26 17:00:00,2020,1,26,3,17,2,190.0
3824,2020-01-26 18:00:00,2020,1,26,3,18,3,211.1
3825,2020-01-26 19:00:00,2020,1,26,3,19,3,235.6
3826,2020-01-26 20:00:00,2020,1,26,3,20,3,250.4
3827,2020-01-26 21:00:00,2020,1,26,3,21,3,267.4
3828,2020-01-26 22:00:00,2020,1,26,3,22,3,275.4
3829,2020-01-26 23:00:00,2020,1,26,3,23,3,275.2
3830,2020-01-27 00:00:00,2020,1,27,3,0,0,269.4
3831,2020-01-27 01:00:00,2020,1,27,3,1,0,263.2
3832,2020-01-27 02:00:00,2020,1,27,3,2,0,229.2
3833,2020-01-27 03:00:00,2020,1,27,3,3,0,226.2
3834,2020-01-27 04:00:00,2020,1,27,3,4,0,225.2
3835,2020-01-27 05:00:00,2020,1,27,3,5,0,231.2
3836,2020-01-27 06:00:00,2020,1,27,3,6,1,233.2
3837,2020-01-27 07:00:00,2020,1,27,3,7,1,231.2
3838,2020-01-27 08:00:00,2020,1,27,3,8,1,234.2
3839,2020-01-27 09:00:00,2020,1,27,3,9,1,241.2
3840,2020-01-27 10:00:00,2020,1,27,3,10,1,255.2
3841,2020-01-27 11:00:00,2020,1,27,3,11,1,266.3
3842,2020-01-27 12:00:00,2020,1,27,3,12,2,262.2
3843,2020-01-27 13:00:00,2020,1,27,3,13,2,241.2
3844,2020-01-27 14:00:00,2020,1,27,3,14,2,239.3
3845,2020-01-27 15:00:00,2020,1,27,3,15,2,249.3
3846,2020-01-27 16:00:00,2020,1,27,3,16,2,259.3
3847,2020-01-27 17:00:00,2020,1,27,3,17,2,263.3
3848,2020-01-27 18:00:00,2020,1,27,3,18,3,286.2
3849,2020-01-27 19:00:00,2020,1,27,3,19,3,297.2
3850,2020-01-27 20:00:00,2020,1,27,3,20,3,291.3
3851,2020-01-27 21:00:00,2020,1,27,3,21,3,285.3
3852,2020-01-27 22:00:00,2020,1,27,3,22,3,280.3
3853,2020-01-27 23:00:00,2020,1,27,3,23,3,274.3
3854,2020-01-28 00:00:00,2020,1,28,3,0,0,280.3
3855,2020-01-28 01:00:00,2020,1,28,3,1,0,263.3
3856,2020-01-28 02:00:00,2020,1,28,3,2,0,251.2
3857,2020-01-28 03:00:00,2020,1,28,3,3,0,243.3
3858,2020-01-28 04:00:00,2020,1,28,3,4,0,247.2
3859,2020-01-28 05:00:00,2020,1,28,3,5,0,258.2
3860,2020-01-28 06:00:00,2020,1,28,3,6,1,279.2
3861,2020-01-28 07:00:00,2020,1,28,3,7,1,295.3
3862,2020-01-28 08:00:00,2020,1,28,3,8,1,307.2
3863,2020-01-28 09:00:00,2020,1,28,3,9,1,301.3
3864,2020-01-28 10:00:00,2020,1,28,3,10,1,289.3
3865,2020-01-28 11:00:00,2020,1,28,3,11,1,267.3
3866,2020-01-28 12:00:00,2020,1,28,3,12,2,243.4
