,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,BUNDANG
23143,2022-04-10 17:00:00,2022,4,10,0,17,2,80.5
23144,2022-04-10 18:00:00,2022,4,10,0,18,3,69.5
23145,2022-04-10 19:00:00,2022,4,10,0,19,3,91.4
23146,2022-04-10 20:00:00,2022,4,10,0,20,3,135.7
23147,2022-04-10 21:00:00,2022,4,10,0,21,3,140.7
23148,2022-04-10 22:00:00,2022,4,10,0,22,3,132.4
23149,2022-04-10 23:00:00,2022,4,10,0,23,3,119.3
23150,2022-04-11 00:00:00,2022,4,11,0,0,0,126.4
23151,2022-04-11 01:00:00,2022,4,11,0,1,0,65.4
23152,2022-04-11 02:00:00,2022,4,11,0,2,0,83.4
23153,2022-04-11 03:00:00,2022,4,11,0,3,0,89.4
23154,2022-04-11 04:00:00,2022,4,11,0,4,0,90.3
23155,2022-04-11 05:00:00,2022,4,11,0,5,0,93.4
23156,2022-04-11 06:00:00,2022,4,11,0,6,1,101.3
23157,2022-04-11 07:00:00,2022,4,11,0,7,1,106.4
23158,2022-04-11 08:00:00,2022,4,11,0,8,1,121.3
23159,2022-04-11 09:00:00,2022,4,11,0,9,1,154.9
23160,2022-04-11 10:00:00,2022,4,11,0,10,1,164.9
23161,2022-04-11 11:00:00,2022,4,11,0,11,1,134.1
23162,2022-04-11 12:00:00,2022,4,11,0,12,2,114.1
23163,2022-04-11 13:00:00,2022,4,11,0,13,2,98.2
23164,2022-04-11 14:00:00,2022,4,11,0,14,2,96.2
23165,2022-04-11 15:00:00,2022,4,11,0,15,2,98.2
23166,2022-04-11 16:00:00,2022,4,11,0,16,2,95.0
23167,2022-04-11 17:00:00,2022,4,11,0,17,2,92.8
23168,2022-04-11 18:00:00,2022,4,11,0,18,3,95.8
23169,2022-04-11 19:00:00,2022,4,11,0,19,3,98.7
23170,2022-04-11 20:00:00,2022,4,11,0,20,3,105.6
23171,2022-04-11 21:00:00,2022,4,11,0,21,3,106.6
23172,2022-04-11 22:00:00,2022,4,11,0,22,3,103.6
23173,2022-04-11 23:00:00,2022,4,11,0,23,3,102.6
23174,2022-04-12 00:00:00,2022,4,12,0,0,0,116.9
23175,2022-04-12 01:00:00,2022,4,12,0,1,0,129.3
23176,2022-04-12 02:00:00,2022,4,12,0,2,0,109.2
23177,2022-04-12 03:00:00,2022,4,12,0,3,0,94.3
23178,2022-04-12 04:00:00,2022,4,12,0,4,0,86.2
23179,2022-04-12 05:00:00,2022,4,12,0,5,0,88.2
23180,2022-04-12 06:00:00,2022,4,12,0,6,1,88.1
23181,2022-04-12 07:00:00,2022,4,12,0,7,1,97.2
23182,2022-04-12 08:00:00,2022,4,12,0,8,1,119.1
23183,2022-04-12 09:00:00,2022,4,12,0,9,1,133.0
23184,2022-04-12 10:00:00,2022,4,12,0,10,1,120.1
23185,2022-04-12 11:00:00,2022,4,12,0,11,1,79.2
23186,2022-04-12 12:00:00,2022,4,12,0,12,2,54.3
23187,2022-04-12 13:00:00,2022,4,12,0,13,2,46.4
23188,2022-04-12 14:00:00,2022,4,12,0,14,2,44.5
23189,2022-04-12 15:00:00,2022,4,12,0,15,2,46.4
23190,2022-04-12 16:00:00,2022,4,12,0,16,2,49.4
23191,2022-04-12 17:00:00,2022,4,12,0,17,2,55.3
23192,2022-04-12 18:00:00,2022,4,12,0,18,3,63.2
23193,2022-04-12 19:00:00,2022,4,12,0,19,3,83.1
23194,2022-04-12 20:00:00,2022,4,12,0,20,3,90.1
23195,2022-04-12 21:00:00,2022,4,12,0,21,3,87.9
23196,2022-04-12 22:00:00,2022,4,12,0,22,3,76.9
23197,2022-04-12 23:00:00,2022,4,12,0,23,3,61.9
23198,2022-04-13 00:00:00,2022,4,13,0,0,0,52.9
23199,2022-04-13 01:00:00,2022,4,13,0,1,0,76.6
23200,2022-04-13 02:00:00,2022,4,13,0,2,0,64.4
23201,2022-04-13 03:00:00,2022,4,13,0,3,0,57.5
23202,2022-04-13 04:00:00,2022,4,13,0,4,0,52.6
23203,2022-04-13 05:00:00,2022,4,13,0,5,0,55.6
23204,2022-04-13 06:00:00,2022,4,13,0,6,1,59.6
23205,2022-04-13 07:00:00,2022,4,13,0,7,1,94.5
23206,2022-04-13 08:00:00,2022,4,13,0,8,1,114.6
23207,2022-04-13 09:00:00,2022,4,13,0,9,1,102.6
23208,2022-04-13 10:00:00,2022,4,13,0,10,1,164.0
23209,2022-04-13 11:00:00,2022,4,13,0,11,1,84.7
23210,2022-04-13 12:00:00,2022,4,13,0,12,2,111.7
23211,2022-04-13 13:00:00,2022,4,13,0,13,2,91.8
23212,2022-04-13 14:00:00,2022,4,13,0,14,2,97.9
23213,2022-04-13 15:00:00,2022,4,13,0,15,2,115.9
23214,2022-04-13 16:00:00,2022,4,13,0,16,2,106.9
23215,2022-04-13 17:00:00,2022,4,13,0,17,2,104.9
23216,2022-04-13 18:00:00,2022,4,13,0,18,3,103.9
23217,2022-04-13 19:00:00,2022,4,13,0,19,3,139.9
23218,2022-04-13 20:00:00,2022,4,13,0,20,3,161.9
23219,2022-04-13 21:00:00,2022,4,13,0,21,3,155.9
23220,2022-04-13 22:00:00,2022,4,13,0,22,3,151.9
23221,2022-04-13 23:00:00,2022,4,13,0,23,3,152.8
23222,2022-04-14 00:00:00,2022,4,14,0,0,0,129.9
23223,2022-04-14 01:00:00,2022,4,14,0,1,0,104.6
23224,2022-04-14 02:00:00,2022,4,14,0,2,0,97.9
23225,2022-04-14 03:00:00,2022,4,14,0,3,0,90.7
23226,2022-04-14 04:00:00,2022,4,14,0,4,0,86.7
23227,2022-04-14 05:00:00,2022,4,14,0,5,0,94.7
23228,2022-04-14 06:00:00,2022,4,14,0,6,1,105.7
23229,2022-04-14 07:00:00,2022,4,14,0,7,1,126.6
23230,2022-04-14 08:00:00,2022,4,14,0,8,1,145.6
23231,2022-04-14 09:00:00,2022,4,14,0,9,1,146.6
23232,2022-04-14 10:00:00,2022,4,14,0,10,1,127.7
23233,2022-04-14 11:00:00,2022,4,14,0,11,1,112.6
23234,2022-04-14 12:00:00,2022,4,14,0,12,2,104.6
23235,2022-04-14 13:00:00,2022,4,14,0,13,2,96.7
23236,2022-04-14 14:00:00,2022,4,14,0,14,2,101.8
23237,2022-04-14 15:00:00,2022,4,14,0,15,2,112.8
23238,2022-04-14 16:00:00,2022,4,14,0,16,2,130.7
23239,2022-04-14 17:00:00,2022,4,14,0,17,2,141.7
23240,2022-04-14 18:00:00,2022,4,14,0,18,3,153.7
23241,2022-04-14 19:00:00,2022,4,14,0,19,3,158.7
23242,2022-04-14 20:00:00,2022,4,14,0,20,3,165.7
23243,2022-04-14 21:00:00,2022,4,14,0,21,3,168.7
23244,2022-04-14 22:00:00,2022,4,14,0,22,3,172.7
23245,2022-04-14 23:00:00,2022,4,14,0,23,3,164.7
23246,2022-04-15 00:00:00,2022,4,15,0,0,0,153.7
23247,2022-04-15 01:00:00,2022,4,15,0,1,0,142.9
23248,2022-04-15 02:00:00,2022,4,15,0,2,0,117.8
23249,2022-04-15 03:00:00,2022,4,15,0,3,0,92.9
23250,2022-04-15 04:00:00,2022,4,15,0,4,0,73.9
23251,2022-04-15 05:00:00,2022,4,15,0,5,0,94.8
23252,2022-04-15 06:00:00,2022,4,15,0,6,1,126.7
23253,2022-04-15 07:00:00,2022,4,15,0,7,1,163.7
23254,2022-04-15 08:00:00,2022,4,15,0,8,1,203.6
23255,2022-04-15 09:00:00,2022,4,15,0,9,1,174.3
23256,2022-04-15 10:00:00,2022,4,15,0,10,1,142.4
23257,2022-04-15 11:00:00,2022,4,15,0,11,1,131.6
23258,2022-04-15 12:00:00,2022,4,15,0,12,2,131.7
23259,2022-04-15 13:00:00,2022,4,15,0,13,2,135.6
23260,2022-04-15 14:00:00,2022,4,15,0,14,2,134.6
23261,2022-04-15 15:00:00,2022,4,15,0,15,2,125.5
23262,2022-04-15 16:00:00,2022,4,15,0,16,2,105.4
23263,2022-04-15 17:00:00,2022,4,15,0,17,2,91.2
23264,2022-04-15 18:00:00,2022,4,15,0,18,3,81.1
23265,2022-04-15 19:00:00,2022,4,15,0,19,3,99.1
23266,2022-04-15 20:00:00,2022,4,15,0,20,3,114.1
23267,2022-04-15 21:00:00,2022,4,15,0,21,3,130.0
23268,2022-04-15 22:00:00,2022,4,15,0,22,3,166.0
23269,2022-04-15 23:00:00,2022,4,15,0,23,3,162.1
23270,2022-04-16 00:00:00,2022,4,16,0,0,0,143.1
23271,2022-04-16 01:00:00,2022,4,16,0,1,0,127.2
23272,2022-04-16 02:00:00,2022,4,16,0,2,0,117.1
23273,2022-04-16 03:00:00,2022,4,16,0,3,0,103.1
23274,2022-04-16 04:00:00,2022,4,16,0,4,0,102.1
23275,2022-04-16 05:00:00,2022,4,16,0,5,0,118.1
23276,2022-04-16 06:00:00,2022,4,16,0,6,1,128.1
23277,2022-04-16 07:00:00,2022,4,16,0,7,1,129.1
23278,2022-04-16 08:00:00,2022,4,16,0,8,1,134.1
23279,2022-04-16 09:00:00,2022,4,16,0,9,1,148.2
23280,2022-04-16 10:00:00,2022,4,16,0,10,1,150.4
23281,2022-04-16 11:00:00,2022,4,16,0,11,1,147.5
23282,2022-04-16 12:00:00,2022,4,16,0,12,2,136.6
23283,2022-04-16 13:00:00,2022,4,16,0,13,2,128.6
23284,2022-04-16 14:00:00,2022,4,16,0,14,2,118.6
23285,2022-04-16 15:00:00,2022,4,16,0,15,2,104.6
23286,2022-04-16 16:00:00,2022,4,16,0,16,2,86.4
23287,2022-04-16 17:00:00,2022,4,16,0,17,2,81.3
23288,2022-04-16 18:00:00,2022,4,16,0,18,3,91.2
23289,2022-04-16 19:00:00,2022,4,16,0,19,3,111.9
23290,2022-04-16 20:00:00,2022,4,16,0,20,3,132.9
23291,2022-04-16 21:00:00,2022,4,16,0,21,3,151.1
23292,2022-04-16 22:00:00,2022,4,16,0,22,3,162.0
23293,2022-04-16 23:00:00,2022,4,16,0,23,3,150.0
23294,2022-04-17 00:00:00,2022,4,17,0,0,0,120.1
23295,2022-04-17 01:00:00,2022,4,17,0,1,0,109.8
23296,2022-04-17 02:00:00,2022,4,17,0,2,0,101.6
23297,2022-04-17 03:00:00,2022,4,17,0,3,0,100.4
23298,2022-04-17 04:00:00,2022,4,17,0,4,0,102.4
23299,2022-04-17 05:00:00,2022,4,17,0,5,0,108.5
23300,2022-04-17 06:00:00,2022,4,17,0,6,1,117.5
23301,2022-04-17 07:00:00,2022,4,17,0,7,1,138.9
23302,2022-04-17 08:00:00,2022,4,17,0,8,1,154.2
23303,2022-04-17 09:00:00,2022,4,17,0,9,1,155.4
23304,2022-04-17 10:00:00,2022,4,17,0,10,1,138.7
23305,2022-04-17 11:00:00,2022,4,17,0,11,1,122.9
23306,2022-04-17 12:00:00,2022,4,17,0,12,2,109.0
23307,2022-04-17 13:00:00,2022,4,17,0,13,2,99.0
23308,2022-04-17 14:00:00,2022,4,17,0,14,2,95.0
23309,2022-04-17 15:00:00,2022,4,17,0,15,2,95.0
23310,2022-04-17 16:00:00,2022,4,17,0,16,2,95.8
23311,2022-04-17 17:00:00,2022,4,17,0,17,2,98.7
23312,2022-04-17 18:00:00,2022,4,17,0,18,3,110.5
23313,2022-04-17 19:00:00,2022,4,17,0,19,3,137.5
23314,2022-04-17 20:00:00,2022,4,17,0,20,3,152.5
23315,2022-04-17 21:00:00,2022,4,17,0,21,3,159.5
23316,2022-04-17 22:00:00,2022,4,17,0,22,3,155.5
23317,2022-04-17 23:00:00,2022,4,17,0,23,3,142.5
23318,2022-04-18 00:00:00,2022,4,18,0,0,0,133.5
23319,2022-04-18 01:00:00,2022,4,18,0,1,0,132.5
23320,2022-04-18 02:00:00,2022,4,18,0,2,0,112.5
23321,2022-04-18 03:00:00,2022,4,18,0,3,0,102.5
23322,2022-04-18 04:00:00,2022,4,18,0,4,0,97.6
23323,2022-04-18 05:00:00,2022,4,18,0,5,0,96.5
23324,2022-04-18 06:00:00,2022,4,18,0,6,1,117.5
23325,2022-04-18 07:00:00,2022,4,18,0,7,1,139.5
23326,2022-04-18 08:00:00,2022,4,18,0,8,1,172.4
23327,2022-04-18 09:00:00,2022,4,18,0,9,1,207.0
23328,2022-04-18 10:00:00,2022,4,18,0,10,1,206.6
23329,2022-04-18 11:00:00,2022,4,18,0,11,1,170.6
23330,2022-04-18 12:00:00,2022,4,18,0,12,2,128.9
23331,2022-04-18 13:00:00,2022,4,18,0,13,2,88.0
23332,2022-04-18 14:00:00,2022,4,18,0,14,2,60.8
23333,2022-04-18 15:00:00,2022,4,18,0,15,2,50.0
23334,2022-04-18 16:00:00,2022,4,18,0,16,2,68.0
23335,2022-04-18 17:00:00,2022,4,18,0,17,2,89.9
23336,2022-04-18 18:00:00,2022,4,18,0,18,3,110.7
23337,2022-04-18 19:00:00,2022,4,18,0,19,3,125.7
23338,2022-04-18 20:00:00,2022,4,18,0,20,3,133.7
23339,2022-04-18 21:00:00,2022,4,18,0,21,3,115.5
23340,2022-04-18 22:00:00,2022,4,18,0,22,3,98.6
23341,2022-04-18 23:00:00,2022,4,18,0,23,3,81.6
23342,2022-04-19 00:00:00,2022,4,19,0,0,0,56.6
23343,2022-04-19 01:00:00,2022,4,19,0,1,0,117.8
23344,2022-04-19 02:00:00,2022,4,19,0,2,0,101.8
23345,2022-04-19 03:00:00,2022,4,19,0,3,0,94.8
23346,2022-04-19 04:00:00,2022,4,19,0,4,0,97.8
23347,2022-04-19 05:00:00,2022,4,19,0,5,0,102.8
23348,2022-04-19 06:00:00,2022,4,19,0,6,1,108.9
23349,2022-04-19 07:00:00,2022,4,19,0,7,1,135.9
23350,2022-04-19 08:00:00,2022,4,19,0,8,1,142.8
23351,2022-04-19 09:00:00,2022,4,19,0,9,1,153.7
23352,2022-04-19 10:00:00,2022,4,19,0,10,1,144.9
23353,2022-04-19 11:00:00,2022,4,19,0,11,1,123.0
23354,2022-04-19 12:00:00,2022,4,19,0,12,2,114.2
23355,2022-04-19 13:00:00,2022,4,19,0,13,2,98.2
23356,2022-04-19 14:00:00,2022,4,19,0,14,2,88.2
23357,2022-04-19 15:00:00,2022,4,19,0,15,2,86.4
23358,2022-04-19 16:00:00,2022,4,19,0,16,2,90.1
23359,2022-04-19 17:00:00,2022,4,19,0,17,2,111.1
23360,2022-04-19 18:00:00,2022,4,19,0,18,3,134.0
23361,2022-04-19 19:00:00,2022,4,19,0,19,3,146.8
23362,2022-04-19 20:00:00,2022,4,19,0,20,3,163.9
23363,2022-04-19 21:00:00,2022,4,19,0,21,3,181.8
23364,2022-04-19 22:00:00,2022,4,19,0,22,3,187.8
23365,2022-04-19 23:00:00,2022,4,19,0,23,3,168.8
23366,2022-04-20 00:00:00,2022,4,20,0,0,0,142.7
23367,2022-04-20 01:00:00,2022,4,20,0,1,0,104.0
23368,2022-04-20 02:00:00,2022,4,20,0,2,0,95.6
23369,2022-04-20 03:00:00,2022,4,20,0,3,0,88.5
23370,2022-04-20 04:00:00,2022,4,20,0,4,0,87.5
23371,2022-04-20 05:00:00,2022,4,20,0,5,0,91.5
23372,2022-04-20 06:00:00,2022,4,20,0,6,1,107.5
23373,2022-04-20 07:00:00,2022,4,20,0,7,1,124.5
23374,2022-04-20 08:00:00,2022,4,20,0,8,1,142.5
23375,2022-04-20 09:00:00,2022,4,20,0,9,1,156.5
23376,2022-04-20 10:00:00,2022,4,20,0,10,1,154.2
23377,2022-04-20 11:00:00,2022,4,20,0,11,1,141.1
23378,2022-04-20 12:00:00,2022,4,20,0,12,2,118.3
23379,2022-04-20 13:00:00,2022,4,20,0,13,2,105.2
23380,2022-04-20 14:00:00,2022,4,20,0,14,2,99.2
23381,2022-04-20 15:00:00,2022,4,20,0,15,2,96.1
23382,2022-04-20 16:00:00,2022,4,20,0,16,2,89.0
23383,2022-04-20 17:00:00,2022,4,20,0,17,2,80.9
23384,2022-04-20 18:00:00,2022,4,20,0,18,3,79.8
23385,2022-04-20 19:00:00,2022,4,20,0,19,3,90.7
23386,2022-04-20 20:00:00,2022,4,20,0,20,3,108.7
23387,2022-04-20 21:00:00,2022,4,20,0,21,3,137.8
23388,2022-04-20 22:00:00,2022,4,20,0,22,3,143.8
23389,2022-04-20 23:00:00,2022,4,20,0,23,3,131.7
23390,2022-04-21 00:00:00,2022,4,21,0,0,0,104.6
23391,2022-04-21 01:00:00,2022,4,21,0,1,0,100.6
23392,2022-04-21 02:00:00,2022,4,21,0,2,0,93.6
23393,2022-04-21 03:00:00,2022,4,21,0,3,0,86.5
23394,2022-04-21 04:00:00,2022,4,21,0,4,0,78.5
23395,2022-04-21 05:00:00,2022,4,21,0,5,0,81.4
23396,2022-04-21 06:00:00,2022,4,21,0,6,1,103.7
23397,2022-04-21 07:00:00,2022,4,21,0,7,1,143.1
23398,2022-04-21 08:00:00,2022,4,21,0,8,1,156.2
23399,2022-04-21 09:00:00,2022,4,21,0,9,1,134.2
23400,2022-04-21 10:00:00,2022,4,21,0,10,1,120.1
23401,2022-04-21 11:00:00,2022,4,21,0,11,1,112.2
23402,2022-04-21 12:00:00,2022,4,21,0,12,2,127.2
23403,2022-04-21 13:00:00,2022,4,21,0,13,2,132.2
23404,2022-04-21 14:00:00,2022,4,21,0,14,2,126.2
23405,2022-04-21 15:00:00,2022,4,21,0,15,2,117.9
23406,2022-04-21 16:00:00,2022,4,21,0,16,2,102.9
23407,2022-04-21 17:00:00,2022,4,21,0,17,2,70.0
23408,2022-04-21 18:00:00,2022,4,21,0,18,3,68.9
23409,2022-04-21 19:00:00,2022,4,21,0,19,3,119.9
23410,2022-04-21 20:00:00,2022,4,21,0,20,3,127.8
23411,2022-04-21 21:00:00,2022,4,21,0,21,3,132.8
23412,2022-04-21 22:00:00,2022,4,21,0,22,3,130.8
23413,2022-04-21 23:00:00,2022,4,21,0,23,3,125.8
23414,2022-04-22 00:00:00,2022,4,22,0,0,0,103.7
23415,2022-04-22 01:00:00,2022,4,22,0,1,0,64.8
23416,2022-04-22 02:00:00,2022,4,22,0,2,0,62.8
23417,2022-04-22 03:00:00,2022,4,22,0,3,0,61.6
23418,2022-04-22 04:00:00,2022,4,22,0,4,0,67.5
23419,2022-04-22 05:00:00,2022,4,22,0,5,0,77.4
23420,2022-04-22 06:00:00,2022,4,22,0,6,1,97.3
23421,2022-04-22 07:00:00,2022,4,22,0,7,1,122.2
23422,2022-04-22 08:00:00,2022,4,22,0,8,1,133.1
23423,2022-04-22 09:00:00,2022,4,22,0,9,1,119.2
23424,2022-04-22 10:00:00,2022,4,22,0,10,1,97.4
23425,2022-04-22 11:00:00,2022,4,22,0,11,1,79.6
23426,2022-04-22 12:00:00,2022,4,22,0,12,2,74.8
23427,2022-04-22 13:00:00,2022,4,22,0,13,2,75.9
23428,2022-04-22 14:00:00,2022,4,22,0,14,2,80.9
23429,2022-04-22 15:00:00,2022,4,22,0,15,2,88.9
23430,2022-04-22 16:00:00,2022,4,22,0,16,2,94.9
23431,2022-04-22 17:00:00,2022,4,22,0,17,2,110.9
23432,2022-04-22 18:00:00,2022,4,22,0,18,3,133.9
23433,2022-04-22 19:00:00,2022,4,22,0,19,3,147.9
23434,2022-04-22 20:00:00,2022,4,22,0,20,3,149.9
23435,2022-04-22 21:00:00,2022,4,22,0,21,3,144.8
23436,2022-04-22 22:00:00,2022,4,22,0,22,3,135.7
23437,2022-04-22 23:00:00,2022,4,22,0,23,3,132.8
23438,2022-04-23 00:00:00,2022,4,23,0,0,0,132.8
23439,2022-04-23 01:00:00,2022,4,23,0,1,0,118.8
23440,2022-04-23 02:00:00,2022,4,23,0,2,0,111.8
23441,2022-04-23 03:00:00,2022,4,23,0,3,0,102.9
23442,2022-04-23 04:00:00,2022,4,23,0,4,0,93.9
23443,2022-04-23 05:00:00,2022,4,23,0,5,0,84.9
23444,2022-04-23 06:00:00,2022,4,23,0,6,1,99.8
23445,2022-04-23 07:00:00,2022,4,23,0,7,1,118.8
23446,2022-04-23 08:00:00,2022,4,23,0,8,1,131.7
23447,2022-04-23 09:00:00,2022,4,23,0,9,1,133.9
23448,2022-04-23 10:00:00,2022,4,23,0,10,1,120.9
23449,2022-04-23 11:00:00,2022,4,23,0,11,1,114.1
23450,2022-04-23 12:00:00,2022,4,23,0,12,2,112.2
23451,2022-04-23 13:00:00,2022,4,23,0,13,2,114.2
23452,2022-04-23 14:00:00,2022,4,23,0,14,2,118.1
23453,2022-04-23 15:00:00,2022,4,23,0,15,2,110.2
23454,2022-04-23 16:00:00,2022,4,23,0,16,2,96.1
23455,2022-04-23 17:00:00,2022,4,23,0,17,2,80.9
23456,2022-04-23 18:00:00,2022,4,23,0,18,3,60.9
23457,2022-04-23 19:00:00,2022,4,23,0,19,3,53.7
23458,2022-04-23 20:00:00,2022,4,23,0,20,3,71.7
23459,2022-04-23 21:00:00,2022,4,23,0,21,3,82.7
23460,2022-04-23 22:00:00,2022,4,23,0,22,3,91.7
23461,2022-04-23 23:00:00,2022,4,23,0,23,3,96.7
23462,2022-04-24 00:00:00,2022,4,24,0,0,0,87.9
23463,2022-04-24 01:00:00,2022,4,24,0,1,0,72.7
23464,2022-04-24 02:00:00,2022,4,24,0,2,0,69.6
23465,2022-04-24 03:00:00,2022,4,24,0,3,0,68.8
23466,2022-04-24 04:00:00,2022,4,24,0,4,0,68.8
23467,2022-04-24 05:00:00,2022,4,24,0,5,0,77.8
23468,2022-04-24 06:00:00,2022,4,24,0,6,1,90.8
23469,2022-04-24 07:00:00,2022,4,24,0,7,1,99.8
23470,2022-04-24 08:00:00,2022,4,24,0,8,1,101.8
23471,2022-04-24 09:00:00,2022,4,24,0,9,1,99.8
23472,2022-04-24 10:00:00,2022,4,24,0,10,1,88.8
23473,2022-04-24 11:00:00,2022,4,24,0,11,1,82.8
23474,2022-04-24 12:00:00,2022,4,24,0,12,2,80.9
23475,2022-04-24 13:00:00,2022,4,24,0,13,2,80.1
23476,2022-04-24 14:00:00,2022,4,24,0,14,2,77.5
23477,2022-04-24 15:00:00,2022,4,24,0,15,2,77.4
23478,2022-04-24 16:00:00,2022,4,24,0,16,2,77.4
23479,2022-04-24 17:00:00,2022,4,24,0,17,2,83.4
23480,2022-04-24 18:00:00,2022,4,24,0,18,3,87.4
23481,2022-04-24 19:00:00,2022,4,24,0,19,3,93.3
23482,2022-04-24 20:00:00,2022,4,24,0,20,3,100.3
23483,2022-04-24 21:00:00,2022,4,24,0,21,3,103.3
23484,2022-04-24 22:00:00,2022,4,24,0,22,3,101.4
23485,2022-04-24 23:00:00,2022,4,24,0,23,3,99.3
23486,2022-04-25 00:00:00,2022,4,25,0,0,0,96.3
23487,2022-04-25 01:00:00,2022,4,25,0,1,0,88.4
23488,2022-04-25 02:00:00,2022,4,25,0,2,0,72.4
23489,2022-04-25 03:00:00,2022,4,25,0,3,0,58.5
23490,2022-04-25 04:00:00,2022,4,25,0,4,0,49.5
23491,2022-04-25 05:00:00,2022,4,25,0,5,0,52.5
23492,2022-04-25 06:00:00,2022,4,25,0,6,1,62.5
23493,2022-04-25 07:00:00,2022,4,25,0,7,1,82.4
23494,2022-04-25 08:00:00,2022,4,25,0,8,1,106.6
23495,2022-04-25 09:00:00,2022,4,25,0,9,1,119.3
23496,2022-04-25 10:00:00,2022,4,25,0,10,1,121.7
23497,2022-04-25 11:00:00,2022,4,25,0,11,1,112.9
23498,2022-04-25 12:00:00,2022,4,25,0,12,2,92.9
23499,2022-04-25 13:00:00,2022,4,25,0,13,2,68.1
23500,2022-04-25 14:00:00,2022,4,25,0,14,2,58.0
23501,2022-04-25 15:00:00,2022,4,25,0,15,2,70.0
23502,2022-04-25 16:00:00,2022,4,25,0,16,2,84.9
23503,2022-04-25 17:00:00,2022,4,25,0,17,2,111.8
23504,2022-04-25 18:00:00,2022,4,25,0,18,3,102.8
23505,2022-04-25 19:00:00,2022,4,25,0,19,3,103.8
23506,2022-04-25 20:00:00,2022,4,25,0,20,3,99.8
23507,2022-04-25 21:00:00,2022,4,25,0,21,3,93.8
23508,2022-04-25 22:00:00,2022,4,25,0,22,3,88.8
23509,2022-04-25 23:00:00,2022,4,25,0,23,3,85.8
23510,2022-04-26 00:00:00,2022,4,26,0,0,0,88.8
23511,2022-04-26 01:00:00,2022,4,26,0,1,0,105.9
23512,2022-04-26 02:00:00,2022,4,26,0,2,0,61.7
23513,2022-04-26 03:00:00,2022,4,26,0,3,0,53.8
23514,2022-04-26 04:00:00,2022,4,26,0,4,0,57.6
23515,2022-04-26 05:00:00,2022,4,26,0,5,0,61.7
23516,2022-04-26 06:00:00,2022,4,26,0,6,1,70.6
23517,2022-04-26 07:00:00,2022,4,26,0,7,1,95.6
23518,2022-04-26 08:00:00,2022,4,26,0,8,1,109.8
23519,2022-04-26 09:00:00,2022,4,26,0,9,1,118.8
23520,2022-04-26 10:00:00,2022,4,26,0,10,1,118.7
23521,2022-04-26 11:00:00,2022,4,26,0,11,1,104.9
23522,2022-04-26 12:00:00,2022,4,26,0,12,2,88.1
23523,2022-04-26 13:00:00,2022,4,26,0,13,2,79.1
23524,2022-04-26 14:00:00,2022,4,26,0,14,2,75.1
23525,2022-04-26 15:00:00,2022,4,26,0,15,2,77.0
23526,2022-04-26 16:00:00,2022,4,26,0,16,2,70.9
23527,2022-04-26 17:00:00,2022,4,26,0,17,2,67.9
23528,2022-04-26 18:00:00,2022,4,26,0,18,3,70.8
23529,2022-04-26 19:00:00,2022,4,26,0,19,3,88.8
23530,2022-04-26 20:00:00,2022,4,26,0,20,3,90.8
23531,2022-04-26 21:00:00,2022,4,26,0,21,3,87.8
23532,2022-04-26 22:00:00,2022,4,26,0,22,3,90.7
23533,2022-04-26 23:00:00,2022,4,26,0,23,3,100.8
23534,2022-04-27 00:00:00,2022,4,27,0,0,0,99.7
23535,2022-04-27 01:00:00,2022,4,27,0,1,0,92.6
23536,2022-04-27 02:00:00,2022,4,27,0,2,0,81.6
23537,2022-04-27 03:00:00,2022,4,27,0,3,0,77.6
23538,2022-04-27 04:00:00,2022,4,27,0,4,0,75.6
23539,2022-04-27 05:00:00,2022,4,27,0,5,0,77.6
23540,2022-04-27 06:00:00,2022,4,27,0,6,1,80.6
23541,2022-04-27 07:00:00,2022,4,27,0,7,1,89.6
23542,2022-04-27 08:00:00,2022,4,27,0,8,1,105.6
23543,2022-04-27 09:00:00,2022,4,27,0,9,1,114.6
23544,2022-04-27 10:00:00,2022,4,27,0,10,1,116.0
23545,2022-04-27 11:00:00,2022,4,27,0,11,1,108.2
23546,2022-04-27 12:00:00,2022,4,27,0,12,2,93.3
23547,2022-04-27 13:00:00,2022,4,27,0,13,2,65.3
23548,2022-04-27 14:00:00,2022,4,27,0,14,2,51.3
23549,2022-04-27 15:00:00,2022,4,27,0,15,2,52.2
23550,2022-04-27 16:00:00,2022,4,27,0,16,2,55.2
23551,2022-04-27 17:00:00,2022,4,27,0,17,2,67.0
23552,2022-04-27 18:00:00,2022,4,27,0,18,3,85.9
23553,2022-04-27 19:00:00,2022,4,27,0,19,3,99.9
23554,2022-04-27 20:00:00,2022,4,27,0,20,3,105.9
23555,2022-04-27 21:00:00,2022,4,27,0,21,3,103.9
23556,2022-04-27 22:00:00,2022,4,27,0,22,3,91.9
23557,2022-04-27 23:00:00,2022,4,27,0,23,3,72.8
23558,2022-04-28 00:00:00,2022,4,28,0,0,0,52.8
23559,2022-04-28 01:00:00,2022,4,28,0,1,0,72.7
23560,2022-04-28 02:00:00,2022,4,28,0,2,0,60.7
23561,2022-04-28 03:00:00,2022,4,28,0,3,0,60.7
23562,2022-04-28 04:00:00,2022,4,28,0,4,0,57.8
23563,2022-04-28 05:00:00,2022,4,28,0,5,0,61.8
23564,2022-04-28 06:00:00,2022,4,28,0,6,1,71.7
