,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,CHEONGJU
21967,2022-02-20 17:00:00,2022,2,20,3,17,2,154
21968,2022-02-20 18:00:00,2022,2,20,3,18,3,181
21969,2022-02-20 19:00:00,2022,2,20,3,19,3,215
21970,2022-02-20 20:00:00,2022,2,20,3,20,3,230
21971,2022-02-20 21:00:00,2022,2,20,3,21,3,233
21972,2022-02-20 22:00:00,2022,2,20,3,22,3,231
21973,2022-02-20 23:00:00,2022,2,20,3,23,3,224
21974,2022-02-21 00:00:00,2022,2,21,3,0,0,202
21975,2022-02-21 01:00:00,2022,2,21,3,1,0,191
21976,2022-02-21 02:00:00,2022,2,21,3,2,0,177
21977,2022-02-21 03:00:00,2022,2,21,3,3,0,179
21978,2022-02-21 04:00:00,2022,2,21,3,4,0,173
21979,2022-02-21 05:00:00,2022,2,21,3,5,0,182
21980,2022-02-21 06:00:00,2022,2,21,3,6,1,188
21981,2022-02-21 07:00:00,2022,2,21,3,7,1,191
21982,2022-02-21 08:00:00,2022,2,21,3,8,1,205
21983,2022-02-21 09:00:00,2022,2,21,3,9,1,190
21984,2022-02-21 10:00:00,2022,2,21,3,10,1,166
21985,2022-02-21 11:00:00,2022,2,21,3,11,1,142
21986,2022-02-21 12:00:00,2022,2,21,3,12,2,124
21987,2022-02-21 13:00:00,2022,2,21,3,13,2,121
21988,2022-02-21 14:00:00,2022,2,21,3,14,2,134
21989,2022-02-21 15:00:00,2022,2,21,3,15,2,146
21990,2022-02-21 16:00:00,2022,2,21,3,16,2,150
21991,2022-02-21 17:00:00,2022,2,21,3,17,2,155
21992,2022-02-21 18:00:00,2022,2,21,3,18,3,174
21993,2022-02-21 19:00:00,2022,2,21,3,19,3,202
21994,2022-02-21 20:00:00,2022,2,21,3,20,3,230
21995,2022-02-21 21:00:00,2022,2,21,3,21,3,239
21996,2022-02-21 22:00:00,2022,2,21,3,22,3,232
21997,2022-02-21 23:00:00,2022,2,21,3,23,3,218
21998,2022-02-22 00:00:00,2022,2,22,3,0,0,207
21999,2022-02-22 01:00:00,2022,2,22,3,1,0,200
22000,2022-02-22 02:00:00,2022,2,22,3,2,0,194
22001,2022-02-22 03:00:00,2022,2,22,3,3,0,189
22002,2022-02-22 04:00:00,2022,2,22,3,4,0,174
22003,2022-02-22 05:00:00,2022,2,22,3,5,0,177
22004,2022-02-22 06:00:00,2022,2,22,3,6,1,184
22005,2022-02-22 07:00:00,2022,2,22,3,7,1,195
22006,2022-02-22 08:00:00,2022,2,22,3,8,1,208
22007,2022-02-22 09:00:00,2022,2,22,3,9,1,203
22008,2022-02-22 10:00:00,2022,2,22,3,10,1,176
22009,2022-02-22 11:00:00,2022,2,22,3,11,1,148
22010,2022-02-22 12:00:00,2022,2,22,3,12,2,137
22011,2022-02-22 13:00:00,2022,2,22,3,13,2,129
22012,2022-02-22 14:00:00,2022,2,22,3,14,2,130
22013,2022-02-22 15:00:00,2022,2,22,3,15,2,129
22014,2022-02-22 16:00:00,2022,2,22,3,16,2,132
22015,2022-02-22 17:00:00,2022,2,22,3,17,2,141
22016,2022-02-22 18:00:00,2022,2,22,3,18,3,163
22017,2022-02-22 19:00:00,2022,2,22,3,19,3,202
22018,2022-02-22 20:00:00,2022,2,22,3,20,3,237
22019,2022-02-22 21:00:00,2022,2,22,3,21,3,250
22020,2022-02-22 22:00:00,2022,2,22,3,22,3,242
22021,2022-02-22 23:00:00,2022,2,22,3,23,3,237
22022,2022-02-23 00:00:00,2022,2,23,3,0,0,221
22023,2022-02-23 01:00:00,2022,2,23,3,1,0,207
22024,2022-02-23 02:00:00,2022,2,23,3,2,0,199
22025,2022-02-23 03:00:00,2022,2,23,3,3,0,193
22026,2022-02-23 04:00:00,2022,2,23,3,4,0,192
22027,2022-02-23 05:00:00,2022,2,23,3,5,0,197
22028,2022-02-23 06:00:00,2022,2,23,3,6,1,207
22029,2022-02-23 07:00:00,2022,2,23,3,7,1,217
22030,2022-02-23 08:00:00,2022,2,23,3,8,1,227
22031,2022-02-23 09:00:00,2022,2,23,3,9,1,227
22032,2022-02-23 10:00:00,2022,2,23,3,10,1,217
22033,2022-02-23 11:00:00,2022,2,23,3,11,1,189
22034,2022-02-23 12:00:00,2022,2,23,3,12,2,135
22035,2022-02-23 13:00:00,2022,2,23,3,13,2,115
22036,2022-02-23 14:00:00,2022,2,23,3,14,2,108
22037,2022-02-23 15:00:00,2022,2,23,3,15,2,108
22038,2022-02-23 16:00:00,2022,2,23,3,16,2,111
22039,2022-02-23 17:00:00,2022,2,23,3,17,2,126
22040,2022-02-23 18:00:00,2022,2,23,3,18,3,152
22041,2022-02-23 19:00:00,2022,2,23,3,19,3,192
22042,2022-02-23 20:00:00,2022,2,23,3,20,3,217
22043,2022-02-23 21:00:00,2022,2,23,3,21,3,227
22044,2022-02-23 22:00:00,2022,2,23,3,22,3,229
22045,2022-02-23 23:00:00,2022,2,23,3,23,3,227
22046,2022-02-24 00:00:00,2022,2,24,3,0,0,216
22047,2022-02-24 01:00:00,2022,2,24,3,1,0,204
22048,2022-02-24 02:00:00,2022,2,24,3,2,0,192
22049,2022-02-24 03:00:00,2022,2,24,3,3,0,186
22050,2022-02-24 04:00:00,2022,2,24,3,4,0,186
22051,2022-02-24 05:00:00,2022,2,24,3,5,0,186
22052,2022-02-24 06:00:00,2022,2,24,3,6,1,193
22053,2022-02-24 07:00:00,2022,2,24,3,7,1,201
22054,2022-02-24 08:00:00,2022,2,24,3,8,1,209
22055,2022-02-24 09:00:00,2022,2,24,3,9,1,198
22056,2022-02-24 10:00:00,2022,2,24,3,10,1,163
22057,2022-02-24 11:00:00,2022,2,24,3,11,1,143
22058,2022-02-24 12:00:00,2022,2,24,3,12,2,126
22059,2022-02-24 13:00:00,2022,2,24,3,13,2,115
22060,2022-02-24 14:00:00,2022,2,24,3,14,2,123
22061,2022-02-24 15:00:00,2022,2,24,3,15,2,108
22062,2022-02-24 16:00:00,2022,2,24,3,16,2,121
22063,2022-02-24 17:00:00,2022,2,24,3,17,2,125
22064,2022-02-24 18:00:00,2022,2,24,3,18,3,144
22065,2022-02-24 19:00:00,2022,2,24,3,19,3,186
22066,2022-02-24 20:00:00,2022,2,24,3,20,3,210
22067,2022-02-24 21:00:00,2022,2,24,3,21,3,220
22068,2022-02-24 22:00:00,2022,2,24,3,22,3,226
22069,2022-02-24 23:00:00,2022,2,24,3,23,3,213
22070,2022-02-25 00:00:00,2022,2,25,3,0,0,197
22071,2022-02-25 01:00:00,2022,2,25,3,1,0,188
22072,2022-02-25 02:00:00,2022,2,25,3,2,0,181
22073,2022-02-25 03:00:00,2022,2,25,3,3,0,178
22074,2022-02-25 04:00:00,2022,2,25,3,4,0,171
22075,2022-02-25 05:00:00,2022,2,25,3,5,0,169
22076,2022-02-25 06:00:00,2022,2,25,3,6,1,171
22077,2022-02-25 07:00:00,2022,2,25,3,7,1,176
22078,2022-02-25 08:00:00,2022,2,25,3,8,1,190
22079,2022-02-25 09:00:00,2022,2,25,3,9,1,192
22080,2022-02-25 10:00:00,2022,2,25,3,10,1,157
22081,2022-02-25 11:00:00,2022,2,25,3,11,1,129
22082,2022-02-25 12:00:00,2022,2,25,3,12,2,114
22083,2022-02-25 13:00:00,2022,2,25,3,13,2,106
22084,2022-02-25 14:00:00,2022,2,25,3,14,2,107
22085,2022-02-25 15:00:00,2022,2,25,3,15,2,110
22086,2022-02-25 16:00:00,2022,2,25,3,16,2,112
22087,2022-02-25 17:00:00,2022,2,25,3,17,2,113
22088,2022-02-25 18:00:00,2022,2,25,3,18,3,132
22089,2022-02-25 19:00:00,2022,2,25,3,19,3,161
22090,2022-02-25 20:00:00,2022,2,25,3,20,3,187
22091,2022-02-25 21:00:00,2022,2,25,3,21,3,191
22092,2022-02-25 22:00:00,2022,2,25,3,22,3,189
22093,2022-02-25 23:00:00,2022,2,25,3,23,3,180
22094,2022-02-26 00:00:00,2022,2,26,3,0,0,169
22095,2022-02-26 01:00:00,2022,2,26,3,1,0,154
22096,2022-02-26 02:00:00,2022,2,26,3,2,0,150
22097,2022-02-26 03:00:00,2022,2,26,3,3,0,150
22098,2022-02-26 04:00:00,2022,2,26,3,4,0,142
22099,2022-02-26 05:00:00,2022,2,26,3,5,0,144
22100,2022-02-26 06:00:00,2022,2,26,3,6,1,146
22101,2022-02-26 07:00:00,2022,2,26,3,7,1,146
22102,2022-02-26 08:00:00,2022,2,26,3,8,1,148
22103,2022-02-26 09:00:00,2022,2,26,3,9,1,147
22104,2022-02-26 10:00:00,2022,2,26,3,10,1,142
22105,2022-02-26 11:00:00,2022,2,26,3,11,1,125
22106,2022-02-26 12:00:00,2022,2,26,3,12,2,115
22107,2022-02-26 13:00:00,2022,2,26,3,13,2,110
22108,2022-02-26 14:00:00,2022,2,26,3,14,2,101
22109,2022-02-26 15:00:00,2022,2,26,3,15,2,101
22110,2022-02-26 16:00:00,2022,2,26,3,16,2,101
22111,2022-02-26 17:00:00,2022,2,26,3,17,2,111
22112,2022-02-26 18:00:00,2022,2,26,3,18,3,127
22113,2022-02-26 19:00:00,2022,2,26,3,19,3,155
22114,2022-02-26 20:00:00,2022,2,26,3,20,3,175
22115,2022-02-26 21:00:00,2022,2,26,3,21,3,167
22116,2022-02-26 22:00:00,2022,2,26,3,22,3,143
22117,2022-02-26 23:00:00,2022,2,26,3,23,3,149
22118,2022-02-27 00:00:00,2022,2,27,3,0,0,146
22119,2022-02-27 01:00:00,2022,2,27,3,1,0,145
22120,2022-02-27 02:00:00,2022,2,27,3,2,0,134
22121,2022-02-27 03:00:00,2022,2,27,3,3,0,140
22122,2022-02-27 04:00:00,2022,2,27,3,4,0,149
22123,2022-02-27 05:00:00,2022,2,27,3,5,0,145
22124,2022-02-27 06:00:00,2022,2,27,3,6,1,149
22125,2022-02-27 07:00:00,2022,2,27,3,7,1,157
22126,2022-02-27 08:00:00,2022,2,27,3,8,1,161
22127,2022-02-27 09:00:00,2022,2,27,3,9,1,147
22128,2022-02-27 10:00:00,2022,2,27,3,10,1,139
22129,2022-02-27 11:00:00,2022,2,27,3,11,1,125
22130,2022-02-27 12:00:00,2022,2,27,3,12,2,115
22131,2022-02-27 13:00:00,2022,2,27,3,13,2,110
22132,2022-02-27 14:00:00,2022,2,27,3,14,2,105
22133,2022-02-27 15:00:00,2022,2,27,3,15,2,98
22134,2022-02-27 16:00:00,2022,2,27,3,16,2,99
22135,2022-02-27 17:00:00,2022,2,27,3,17,2,98
22136,2022-02-27 18:00:00,2022,2,27,3,18,3,121
22137,2022-02-27 19:00:00,2022,2,27,3,19,3,143
22138,2022-02-27 20:00:00,2022,2,27,3,20,3,169
22139,2022-02-27 21:00:00,2022,2,27,3,21,3,168
22140,2022-02-27 22:00:00,2022,2,27,3,22,3,168
22141,2022-02-27 23:00:00,2022,2,27,3,23,3,163
22142,2022-02-28 00:00:00,2022,2,28,3,0,0,167
22143,2022-02-28 01:00:00,2022,2,28,3,1,0,141
22144,2022-02-28 02:00:00,2022,2,28,3,2,0,134
22145,2022-02-28 03:00:00,2022,2,28,3,3,0,132
22146,2022-02-28 04:00:00,2022,2,28,3,4,0,131
22147,2022-02-28 05:00:00,2022,2,28,3,5,0,133
22148,2022-02-28 06:00:00,2022,2,28,3,6,1,138
22149,2022-02-28 07:00:00,2022,2,28,3,7,1,148
22150,2022-02-28 08:00:00,2022,2,28,3,8,1,161
22151,2022-02-28 09:00:00,2022,2,28,3,9,1,156
22152,2022-02-28 10:00:00,2022,2,28,3,10,1,129
22153,2022-02-28 11:00:00,2022,2,28,3,11,1,116
22154,2022-02-28 12:00:00,2022,2,28,3,12,2,97
22155,2022-02-28 13:00:00,2022,2,28,3,13,2,95
22156,2022-02-28 14:00:00,2022,2,28,3,14,2,94
22157,2022-02-28 15:00:00,2022,2,28,3,15,2,93
22158,2022-02-28 16:00:00,2022,2,28,3,16,2,95
22159,2022-02-28 17:00:00,2022,2,28,3,17,2,99
22160,2022-02-28 18:00:00,2022,2,28,3,18,3,112
22161,2022-02-28 19:00:00,2022,2,28,3,19,3,134
22162,2022-02-28 20:00:00,2022,2,28,3,20,3,153
22163,2022-02-28 21:00:00,2022,2,28,3,21,3,155
22164,2022-02-28 22:00:00,2022,2,28,3,22,3,158
22165,2022-02-28 23:00:00,2022,2,28,3,23,3,152
22166,2022-03-01 00:00:00,2022,3,1,0,0,0,143
22167,2022-03-01 01:00:00,2022,3,1,0,1,0,126
22168,2022-03-01 02:00:00,2022,3,1,0,2,0,115
22169,2022-03-01 03:00:00,2022,3,1,0,3,0,113
22170,2022-03-01 04:00:00,2022,3,1,0,4,0,105
22171,2022-03-01 05:00:00,2022,3,1,0,5,0,106
22172,2022-03-01 06:00:00,2022,3,1,0,6,1,114
22173,2022-03-01 07:00:00,2022,3,1,0,7,1,120
22174,2022-03-01 08:00:00,2022,3,1,0,8,1,117
22175,2022-03-01 09:00:00,2022,3,1,0,9,1,122
22176,2022-03-01 10:00:00,2022,3,1,0,10,1,131
22177,2022-03-01 11:00:00,2022,3,1,0,11,1,120
22178,2022-03-01 12:00:00,2022,3,1,0,12,2,105
22179,2022-03-01 13:00:00,2022,3,1,0,13,2,98
22180,2022-03-01 14:00:00,2022,3,1,0,14,2,95
22181,2022-03-01 15:00:00,2022,3,1,0,15,2,92
22182,2022-03-01 16:00:00,2022,3,1,0,16,2,89
22183,2022-03-01 17:00:00,2022,3,1,0,17,2,98
22184,2022-03-01 18:00:00,2022,3,1,0,18,3,112
22185,2022-03-01 19:00:00,2022,3,1,0,19,3,139
22186,2022-03-01 20:00:00,2022,3,1,0,20,3,156
22187,2022-03-01 21:00:00,2022,3,1,0,21,3,166
22188,2022-03-01 22:00:00,2022,3,1,0,22,3,165
22189,2022-03-01 23:00:00,2022,3,1,0,23,3,162
22190,2022-03-02 00:00:00,2022,3,2,0,0,0,156
22191,2022-03-02 01:00:00,2022,3,2,0,1,0,135
22192,2022-03-02 02:00:00,2022,3,2,0,2,0,128
22193,2022-03-02 03:00:00,2022,3,2,0,3,0,130
22194,2022-03-02 04:00:00,2022,3,2,0,4,0,127
22195,2022-03-02 05:00:00,2022,3,2,0,5,0,125
22196,2022-03-02 06:00:00,2022,3,2,0,6,1,132
22197,2022-03-02 07:00:00,2022,3,2,0,7,1,142
22198,2022-03-02 08:00:00,2022,3,2,0,8,1,164
22199,2022-03-02 09:00:00,2022,3,2,0,9,1,147
22200,2022-03-02 10:00:00,2022,3,2,0,10,1,120
22201,2022-03-02 11:00:00,2022,3,2,0,11,1,99
22202,2022-03-02 12:00:00,2022,3,2,0,12,2,82
22203,2022-03-02 13:00:00,2022,3,2,0,13,2,80
22204,2022-03-02 14:00:00,2022,3,2,0,14,2,80
22205,2022-03-02 15:00:00,2022,3,2,0,15,2,79
22206,2022-03-02 16:00:00,2022,3,2,0,16,2,76
22207,2022-03-02 17:00:00,2022,3,2,0,17,2,90
22208,2022-03-02 18:00:00,2022,3,2,0,18,3,102
22209,2022-03-02 19:00:00,2022,3,2,0,19,3,130
22210,2022-03-02 20:00:00,2022,3,2,0,20,3,159
22211,2022-03-02 21:00:00,2022,3,2,0,21,3,164
22212,2022-03-02 22:00:00,2022,3,2,0,22,3,165
22213,2022-03-02 23:00:00,2022,3,2,0,23,3,158
22214,2022-03-03 00:00:00,2022,3,3,0,0,0,139
22215,2022-03-03 01:00:00,2022,3,3,0,1,0,125
22216,2022-03-03 02:00:00,2022,3,3,0,2,0,119
22217,2022-03-03 03:00:00,2022,3,3,0,3,0,119
22218,2022-03-03 04:00:00,2022,3,3,0,4,0,119
22219,2022-03-03 05:00:00,2022,3,3,0,5,0,119
22220,2022-03-03 06:00:00,2022,3,3,0,6,1,126
22221,2022-03-03 07:00:00,2022,3,3,0,7,1,141
22222,2022-03-03 08:00:00,2022,3,3,0,8,1,157
22223,2022-03-03 09:00:00,2022,3,3,0,9,1,142
22224,2022-03-03 10:00:00,2022,3,3,0,10,1,118
22225,2022-03-03 11:00:00,2022,3,3,0,11,1,96
22226,2022-03-03 12:00:00,2022,3,3,0,12,2,84
22227,2022-03-03 13:00:00,2022,3,3,0,13,2,74
22228,2022-03-03 14:00:00,2022,3,3,0,14,2,78
22229,2022-03-03 15:00:00,2022,3,3,0,15,2,73
22230,2022-03-03 16:00:00,2022,3,3,0,16,2,70
22231,2022-03-03 17:00:00,2022,3,3,0,17,2,77
22232,2022-03-03 18:00:00,2022,3,3,0,18,3,89
22233,2022-03-03 19:00:00,2022,3,3,0,19,3,117
22234,2022-03-03 20:00:00,2022,3,3,0,20,3,138
22235,2022-03-03 21:00:00,2022,3,3,0,21,3,151
22236,2022-03-03 22:00:00,2022,3,3,0,22,3,154
22237,2022-03-03 23:00:00,2022,3,3,0,23,3,149
22238,2022-03-04 00:00:00,2022,3,4,0,0,0,136
22239,2022-03-04 01:00:00,2022,3,4,0,1,0,125
22240,2022-03-04 02:00:00,2022,3,4,0,2,0,126
22241,2022-03-04 03:00:00,2022,3,4,0,3,0,122
22242,2022-03-04 04:00:00,2022,3,4,0,4,0,120
22243,2022-03-04 05:00:00,2022,3,4,0,5,0,121
22244,2022-03-04 06:00:00,2022,3,4,0,6,1,125
22245,2022-03-04 07:00:00,2022,3,4,0,7,1,134
22246,2022-03-04 08:00:00,2022,3,4,0,8,1,172
22247,2022-03-04 09:00:00,2022,3,4,0,9,1,143
22248,2022-03-04 10:00:00,2022,3,4,0,10,1,122
22249,2022-03-04 11:00:00,2022,3,4,0,11,1,98
22250,2022-03-04 12:00:00,2022,3,4,0,12,2,86
22251,2022-03-04 13:00:00,2022,3,4,0,13,2,77
22252,2022-03-04 14:00:00,2022,3,4,0,14,2,76
22253,2022-03-04 15:00:00,2022,3,4,0,15,2,73
22254,2022-03-04 16:00:00,2022,3,4,0,16,2,74
22255,2022-03-04 17:00:00,2022,3,4,0,17,2,79
22256,2022-03-04 18:00:00,2022,3,4,0,18,3,93
22257,2022-03-04 19:00:00,2022,3,4,0,19,3,124
22258,2022-03-04 20:00:00,2022,3,4,0,20,3,139
22259,2022-03-04 21:00:00,2022,3,4,0,21,3,139
22260,2022-03-04 22:00:00,2022,3,4,0,22,3,143
22261,2022-03-04 23:00:00,2022,3,4,0,23,3,135
22262,2022-03-05 00:00:00,2022,3,5,0,0,0,123
22263,2022-03-05 01:00:00,2022,3,5,0,1,0,111
22264,2022-03-05 02:00:00,2022,3,5,0,2,0,103
22265,2022-03-05 03:00:00,2022,3,5,0,3,0,101
22266,2022-03-05 04:00:00,2022,3,5,0,4,0,102
22267,2022-03-05 05:00:00,2022,3,5,0,5,0,109
22268,2022-03-05 06:00:00,2022,3,5,0,6,1,116
22269,2022-03-05 07:00:00,2022,3,5,0,7,1,123
22270,2022-03-05 08:00:00,2022,3,5,0,8,1,127
22271,2022-03-05 09:00:00,2022,3,5,0,9,1,126
22272,2022-03-05 10:00:00,2022,3,5,0,10,1,121
22273,2022-03-05 11:00:00,2022,3,5,0,11,1,111
22274,2022-03-05 12:00:00,2022,3,5,0,12,2,101
22275,2022-03-05 13:00:00,2022,3,5,0,13,2,96
22276,2022-03-05 14:00:00,2022,3,5,0,14,2,94
22277,2022-03-05 15:00:00,2022,3,5,0,15,2,94
22278,2022-03-05 16:00:00,2022,3,5,0,16,2,96
22279,2022-03-05 17:00:00,2022,3,5,0,17,2,103
22280,2022-03-05 18:00:00,2022,3,5,0,18,3,121
22281,2022-03-05 19:00:00,2022,3,5,0,19,3,141
22282,2022-03-05 20:00:00,2022,3,5,0,20,3,151
22283,2022-03-05 21:00:00,2022,3,5,0,21,3,154
22284,2022-03-05 22:00:00,2022,3,5,0,22,3,152
22285,2022-03-05 23:00:00,2022,3,5,0,23,3,145
22286,2022-03-06 00:00:00,2022,3,6,0,0,0,134
22287,2022-03-06 01:00:00,2022,3,6,0,1,0,130
22288,2022-03-06 02:00:00,2022,3,6,0,2,0,123
22289,2022-03-06 03:00:00,2022,3,6,0,3,0,121
22290,2022-03-06 04:00:00,2022,3,6,0,4,0,119
22291,2022-03-06 05:00:00,2022,3,6,0,5,0,117
22292,2022-03-06 06:00:00,2022,3,6,0,6,1,121
22293,2022-03-06 07:00:00,2022,3,6,0,7,1,122
22294,2022-03-06 08:00:00,2022,3,6,0,8,1,128
22295,2022-03-06 09:00:00,2022,3,6,0,9,1,119
22296,2022-03-06 10:00:00,2022,3,6,0,10,1,113
22297,2022-03-06 11:00:00,2022,3,6,0,11,1,109
22298,2022-03-06 12:00:00,2022,3,6,0,12,2,99
22299,2022-03-06 13:00:00,2022,3,6,0,13,2,92
22300,2022-03-06 14:00:00,2022,3,6,0,14,2,89
22301,2022-03-06 15:00:00,2022,3,6,0,15,2,84
22302,2022-03-06 16:00:00,2022,3,6,0,16,2,86
22303,2022-03-06 17:00:00,2022,3,6,0,17,2,91
22304,2022-03-06 18:00:00,2022,3,6,0,18,3,115
22305,2022-03-06 19:00:00,2022,3,6,0,19,3,143
22306,2022-03-06 20:00:00,2022,3,6,0,20,3,167
22307,2022-03-06 21:00:00,2022,3,6,0,21,3,173
22308,2022-03-06 22:00:00,2022,3,6,0,22,3,172
22309,2022-03-06 23:00:00,2022,3,6,0,23,3,163
22310,2022-03-07 00:00:00,2022,3,7,0,0,0,150
22311,2022-03-07 01:00:00,2022,3,7,0,1,0,143
22312,2022-03-07 02:00:00,2022,3,7,0,2,0,138
22313,2022-03-07 03:00:00,2022,3,7,0,3,0,132
22314,2022-03-07 04:00:00,2022,3,7,0,4,0,130
22315,2022-03-07 05:00:00,2022,3,7,0,5,0,131
22316,2022-03-07 06:00:00,2022,3,7,0,6,1,137
22317,2022-03-07 07:00:00,2022,3,7,0,7,1,149
22318,2022-03-07 08:00:00,2022,3,7,0,8,1,167
22319,2022-03-07 09:00:00,2022,3,7,0,9,1,146
22320,2022-03-07 10:00:00,2022,3,7,0,10,1,129
22321,2022-03-07 11:00:00,2022,3,7,0,11,1,103
22322,2022-03-07 12:00:00,2022,3,7,0,12,2,90
22323,2022-03-07 13:00:00,2022,3,7,0,13,2,83
22324,2022-03-07 14:00:00,2022,3,7,0,14,2,81
22325,2022-03-07 15:00:00,2022,3,7,0,15,2,85
22326,2022-03-07 16:00:00,2022,3,7,0,16,2,84
22327,2022-03-07 17:00:00,2022,3,7,0,17,2,95
22328,2022-03-07 18:00:00,2022,3,7,0,18,3,115
22329,2022-03-07 19:00:00,2022,3,7,0,19,3,122
22330,2022-03-07 20:00:00,2022,3,7,0,20,3,157
22331,2022-03-07 21:00:00,2022,3,7,0,21,3,162
22332,2022-03-07 22:00:00,2022,3,7,0,22,3,165
22333,2022-03-07 23:00:00,2022,3,7,0,23,3,160
22334,2022-03-08 00:00:00,2022,3,8,0,0,0,144
22335,2022-03-08 01:00:00,2022,3,8,0,1,0,136
22336,2022-03-08 02:00:00,2022,3,8,0,2,0,131
22337,2022-03-08 03:00:00,2022,3,8,0,3,0,133
22338,2022-03-08 04:00:00,2022,3,8,0,4,0,128
22339,2022-03-08 05:00:00,2022,3,8,0,5,0,127
22340,2022-03-08 06:00:00,2022,3,8,0,6,1,129
22341,2022-03-08 07:00:00,2022,3,8,0,7,1,143
22342,2022-03-08 08:00:00,2022,3,8,0,8,1,163
22343,2022-03-08 09:00:00,2022,3,8,0,9,1,142
22344,2022-03-08 10:00:00,2022,3,8,0,10,1,120
22345,2022-03-08 11:00:00,2022,3,8,0,11,1,98
22346,2022-03-08 12:00:00,2022,3,8,0,12,2,83
22347,2022-03-08 13:00:00,2022,3,8,0,13,2,77
22348,2022-03-08 14:00:00,2022,3,8,0,14,2,76
22349,2022-03-08 15:00:00,2022,3,8,0,15,2,72
22350,2022-03-08 16:00:00,2022,3,8,0,16,2,69
22351,2022-03-08 17:00:00,2022,3,8,0,17,2,85
22352,2022-03-08 18:00:00,2022,3,8,0,18,3,102
22353,2022-03-08 19:00:00,2022,3,8,0,19,3,119
22354,2022-03-08 20:00:00,2022,3,8,0,20,3,124
22355,2022-03-08 21:00:00,2022,3,8,0,21,3,136
22356,2022-03-08 22:00:00,2022,3,8,0,22,3,142
22357,2022-03-08 23:00:00,2022,3,8,0,23,3,119
22358,2022-03-09 00:00:00,2022,3,9,0,0,0,123
22359,2022-03-09 01:00:00,2022,3,9,0,1,0,125
22360,2022-03-09 02:00:00,2022,3,9,0,2,0,105
22361,2022-03-09 03:00:00,2022,3,9,0,3,0,113
22362,2022-03-09 04:00:00,2022,3,9,0,4,0,113
22363,2022-03-09 05:00:00,2022,3,9,0,5,0,107
22364,2022-03-09 06:00:00,2022,3,9,0,6,1,121
22365,2022-03-09 07:00:00,2022,3,9,0,7,1,115
22366,2022-03-09 08:00:00,2022,3,9,0,8,1,126
22367,2022-03-09 09:00:00,2022,3,9,0,9,1,117
22368,2022-03-09 10:00:00,2022,3,9,0,10,1,126
22369,2022-03-09 11:00:00,2022,3,9,0,11,1,104
22370,2022-03-09 12:00:00,2022,3,9,0,12,2,85
22371,2022-03-09 13:00:00,2022,3,9,0,13,2,90
22372,2022-03-09 14:00:00,2022,3,9,0,14,2,74
22373,2022-03-09 15:00:00,2022,3,9,0,15,2,65
22374,2022-03-09 16:00:00,2022,3,9,0,16,2,57
22375,2022-03-09 17:00:00,2022,3,9,0,17,2,70
22376,2022-03-09 18:00:00,2022,3,9,0,18,3,84
22377,2022-03-09 19:00:00,2022,3,9,0,19,3,104
22378,2022-03-09 20:00:00,2022,3,9,0,20,3,128
22379,2022-03-09 21:00:00,2022,3,9,0,21,3,136
22380,2022-03-09 22:00:00,2022,3,9,0,22,3,129
22381,2022-03-09 23:00:00,2022,3,9,0,23,3,121
22382,2022-03-10 00:00:00,2022,3,10,0,0,0,122
22383,2022-03-10 01:00:00,2022,3,10,0,1,0,106
22384,2022-03-10 02:00:00,2022,3,10,0,2,0,90
22385,2022-03-10 03:00:00,2022,3,10,0,3,0,85
22386,2022-03-10 04:00:00,2022,3,10,0,4,0,85
22387,2022-03-10 05:00:00,2022,3,10,0,5,0,91
22388,2022-03-10 06:00:00,2022,3,10,0,6,1,107
22389,2022-03-10 07:00:00,2022,3,10,0,7,1,115
22390,2022-03-10 08:00:00,2022,3,10,0,8,1,117
22391,2022-03-10 09:00:00,2022,3,10,0,9,1,116
22392,2022-03-10 10:00:00,2022,3,10,0,10,1,107
22393,2022-03-10 11:00:00,2022,3,10,0,11,1,92
22394,2022-03-10 12:00:00,2022,3,10,0,12,2,80
22395,2022-03-10 13:00:00,2022,3,10,0,13,2,75
22396,2022-03-10 14:00:00,2022,3,10,0,14,2,74
22397,2022-03-10 15:00:00,2022,3,10,0,15,2,75
22398,2022-03-10 16:00:00,2022,3,10,0,16,2,78
22399,2022-03-10 17:00:00,2022,3,10,0,17,2,88
22400,2022-03-10 18:00:00,2022,3,10,0,18,3,102
22401,2022-03-10 19:00:00,2022,3,10,0,19,3,121
22402,2022-03-10 20:00:00,2022,3,10,0,20,3,130
22403,2022-03-10 21:00:00,2022,3,10,0,21,3,132
22404,2022-03-10 22:00:00,2022,3,10,0,22,3,130
22405,2022-03-10 23:00:00,2022,3,10,0,23,3,123
22406,2022-03-11 00:00:00,2022,3,11,0,0,0,115
22407,2022-03-11 01:00:00,2022,3,11,0,1,0,105
22408,2022-03-11 02:00:00,2022,3,11,0,2,0,97
22409,2022-03-11 03:00:00,2022,3,11,0,3,0,92
22410,2022-03-11 04:00:00,2022,3,11,0,4,0,90
22411,2022-03-11 05:00:00,2022,3,11,0,5,0,91
22412,2022-03-11 06:00:00,2022,3,11,0,6,1,95
22413,2022-03-11 07:00:00,2022,3,11,0,7,1,112
22414,2022-03-11 08:00:00,2022,3,11,0,8,1,131
22415,2022-03-11 09:00:00,2022,3,11,0,9,1,115
22416,2022-03-11 10:00:00,2022,3,11,0,10,1,108
