,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,CHEONGJU
21517,2022-02-01 23:00:00,2022,2,1,3,23,3,172
21518,2022-02-02 00:00:00,2022,2,2,3,0,0,160
21519,2022-02-02 01:00:00,2022,2,2,3,1,0,178
21520,2022-02-02 02:00:00,2022,2,2,3,2,0,171
21521,2022-02-02 03:00:00,2022,2,2,3,3,0,170
21522,2022-02-02 04:00:00,2022,2,2,3,4,0,170
21523,2022-02-02 05:00:00,2022,2,2,3,5,0,164
21524,2022-02-02 06:00:00,2022,2,2,3,6,1,160
21525,2022-02-02 07:00:00,2022,2,2,3,7,1,165
21526,2022-02-02 08:00:00,2022,2,2,3,8,1,167
21527,2022-02-02 09:00:00,2022,2,2,3,9,1,175
21528,2022-02-02 10:00:00,2022,2,2,3,10,1,172
21529,2022-02-02 11:00:00,2022,2,2,3,11,1,173
21530,2022-02-02 12:00:00,2022,2,2,3,12,2,166
21531,2022-02-02 13:00:00,2022,2,2,3,13,2,148
21532,2022-02-02 14:00:00,2022,2,2,3,14,2,145
21533,2022-02-02 15:00:00,2022,2,2,3,15,2,141
21534,2022-02-02 16:00:00,2022,2,2,3,16,2,139
21535,2022-02-02 17:00:00,2022,2,2,3,17,2,155
21536,2022-02-02 18:00:00,2022,2,2,3,18,3,180
21537,2022-02-02 19:00:00,2022,2,2,3,19,3,220
21538,2022-02-02 20:00:00,2022,2,2,3,20,3,237
21539,2022-02-02 21:00:00,2022,2,2,3,21,3,235
21540,2022-02-02 22:00:00,2022,2,2,3,22,3,225
21541,2022-02-02 23:00:00,2022,2,2,3,23,3,213
21542,2022-02-03 00:00:00,2022,2,3,3,0,0,195
21543,2022-02-03 01:00:00,2022,2,3,3,1,0,161
21544,2022-02-03 02:00:00,2022,2,3,3,2,0,145
21545,2022-02-03 03:00:00,2022,2,3,3,3,0,138
21546,2022-02-03 04:00:00,2022,2,3,3,4,0,139
21547,2022-02-03 05:00:00,2022,2,3,3,5,0,149
21548,2022-02-03 06:00:00,2022,2,3,3,6,1,171
21549,2022-02-03 07:00:00,2022,2,3,3,7,1,186
21550,2022-02-03 08:00:00,2022,2,3,3,8,1,189
21551,2022-02-03 09:00:00,2022,2,3,3,9,1,185
21552,2022-02-03 10:00:00,2022,2,3,3,10,1,165
21553,2022-02-03 11:00:00,2022,2,3,3,11,1,138
21554,2022-02-03 12:00:00,2022,2,3,3,12,2,112
21555,2022-02-03 13:00:00,2022,2,3,3,13,2,99
21556,2022-02-03 14:00:00,2022,2,3,3,14,2,94
21557,2022-02-03 15:00:00,2022,2,3,3,15,2,94
21558,2022-02-03 16:00:00,2022,2,3,3,16,2,99
21559,2022-02-03 17:00:00,2022,2,3,3,17,2,120
21560,2022-02-03 18:00:00,2022,2,3,3,18,3,152
21561,2022-02-03 19:00:00,2022,2,3,3,19,3,184
21562,2022-02-03 20:00:00,2022,2,3,3,20,3,204
21563,2022-02-03 21:00:00,2022,2,3,3,21,3,207
21564,2022-02-03 22:00:00,2022,2,3,3,22,3,205
21565,2022-02-03 23:00:00,2022,2,3,3,23,3,196
21566,2022-02-04 00:00:00,2022,2,4,3,0,0,174
21567,2022-02-04 01:00:00,2022,2,4,3,1,0,171
21568,2022-02-04 02:00:00,2022,2,4,3,2,0,161
21569,2022-02-04 03:00:00,2022,2,4,3,3,0,152
21570,2022-02-04 04:00:00,2022,2,4,3,4,0,149
21571,2022-02-04 05:00:00,2022,2,4,3,5,0,149
21572,2022-02-04 06:00:00,2022,2,4,3,6,1,145
21573,2022-02-04 07:00:00,2022,2,4,3,7,1,159
21574,2022-02-04 08:00:00,2022,2,4,3,8,1,173
21575,2022-02-04 09:00:00,2022,2,4,3,9,1,173
21576,2022-02-04 10:00:00,2022,2,4,3,10,1,149
21577,2022-02-04 11:00:00,2022,2,4,3,11,1,130
21578,2022-02-04 12:00:00,2022,2,4,3,12,2,126
21579,2022-02-04 13:00:00,2022,2,4,3,13,2,121
21580,2022-02-04 14:00:00,2022,2,4,3,14,2,125
21581,2022-02-04 15:00:00,2022,2,4,3,15,2,121
21582,2022-02-04 16:00:00,2022,2,4,3,16,2,122
21583,2022-02-04 17:00:00,2022,2,4,3,17,2,137
21584,2022-02-04 18:00:00,2022,2,4,3,18,3,164
21585,2022-02-04 19:00:00,2022,2,4,3,19,3,200
21586,2022-02-04 20:00:00,2022,2,4,3,20,3,216
21587,2022-02-04 21:00:00,2022,2,4,3,21,3,213
21588,2022-02-04 22:00:00,2022,2,4,3,22,3,209
21589,2022-02-04 23:00:00,2022,2,4,3,23,3,202
21590,2022-02-05 00:00:00,2022,2,5,3,0,0,195
21591,2022-02-05 01:00:00,2022,2,5,3,1,0,180
21592,2022-02-05 02:00:00,2022,2,5,3,2,0,170
21593,2022-02-05 03:00:00,2022,2,5,3,3,0,171
21594,2022-02-05 04:00:00,2022,2,5,3,4,0,169
21595,2022-02-05 05:00:00,2022,2,5,3,5,0,166
21596,2022-02-05 06:00:00,2022,2,5,3,6,1,167
21597,2022-02-05 07:00:00,2022,2,5,3,7,1,167
21598,2022-02-05 08:00:00,2022,2,5,3,8,1,168
21599,2022-02-05 09:00:00,2022,2,5,3,9,1,168
21600,2022-02-05 10:00:00,2022,2,5,3,10,1,159
21601,2022-02-05 11:00:00,2022,2,5,3,11,1,140
21602,2022-02-05 12:00:00,2022,2,5,3,12,2,129
21603,2022-02-05 13:00:00,2022,2,5,3,13,2,121
21604,2022-02-05 14:00:00,2022,2,5,3,14,2,122
21605,2022-02-05 15:00:00,2022,2,5,3,15,2,122
21606,2022-02-05 16:00:00,2022,2,5,3,16,2,129
21607,2022-02-05 17:00:00,2022,2,5,3,17,2,152
21608,2022-02-05 18:00:00,2022,2,5,3,18,3,180
21609,2022-02-05 19:00:00,2022,2,5,3,19,3,198
21610,2022-02-05 20:00:00,2022,2,5,3,20,3,204
21611,2022-02-05 21:00:00,2022,2,5,3,21,3,213
21612,2022-02-05 22:00:00,2022,2,5,3,22,3,210
21613,2022-02-05 23:00:00,2022,2,5,3,23,3,199
21614,2022-02-06 00:00:00,2022,2,6,3,0,0,182
21615,2022-02-06 01:00:00,2022,2,6,3,1,0,172
21616,2022-02-06 02:00:00,2022,2,6,3,2,0,170
21617,2022-02-06 03:00:00,2022,2,6,3,3,0,176
21618,2022-02-06 04:00:00,2022,2,6,3,4,0,168
21619,2022-02-06 05:00:00,2022,2,6,3,5,0,165
21620,2022-02-06 06:00:00,2022,2,6,3,6,1,167
21621,2022-02-06 07:00:00,2022,2,6,3,7,1,165
21622,2022-02-06 08:00:00,2022,2,6,3,8,1,170
21623,2022-02-06 09:00:00,2022,2,6,3,9,1,168
21624,2022-02-06 10:00:00,2022,2,6,3,10,1,153
21625,2022-02-06 11:00:00,2022,2,6,3,11,1,131
21626,2022-02-06 12:00:00,2022,2,6,3,12,2,125
21627,2022-02-06 13:00:00,2022,2,6,3,13,2,118
21628,2022-02-06 14:00:00,2022,2,6,3,14,2,126
21629,2022-02-06 15:00:00,2022,2,6,3,15,2,127
21630,2022-02-06 16:00:00,2022,2,6,3,16,2,130
21631,2022-02-06 17:00:00,2022,2,6,3,17,2,133
21632,2022-02-06 18:00:00,2022,2,6,3,18,3,159
21633,2022-02-06 19:00:00,2022,2,6,3,19,3,191
21634,2022-02-06 20:00:00,2022,2,6,3,20,3,207
21635,2022-02-06 21:00:00,2022,2,6,3,21,3,206
21636,2022-02-06 22:00:00,2022,2,6,3,22,3,200
21637,2022-02-06 23:00:00,2022,2,6,3,23,3,188
21638,2022-02-07 00:00:00,2022,2,7,3,0,0,176
21639,2022-02-07 01:00:00,2022,2,7,3,1,0,199
21640,2022-02-07 02:00:00,2022,2,7,3,2,0,197
21641,2022-02-07 03:00:00,2022,2,7,3,3,0,194
21642,2022-02-07 04:00:00,2022,2,7,3,4,0,192
21643,2022-02-07 05:00:00,2022,2,7,3,5,0,194
21644,2022-02-07 06:00:00,2022,2,7,3,6,1,201
21645,2022-02-07 07:00:00,2022,2,7,3,7,1,212
21646,2022-02-07 08:00:00,2022,2,7,3,8,1,220
21647,2022-02-07 09:00:00,2022,2,7,3,9,1,219
21648,2022-02-07 10:00:00,2022,2,7,3,10,1,190
21649,2022-02-07 11:00:00,2022,2,7,3,11,1,171
21650,2022-02-07 12:00:00,2022,2,7,3,12,2,168
21651,2022-02-07 13:00:00,2022,2,7,3,13,2,161
21652,2022-02-07 14:00:00,2022,2,7,3,14,2,162
21653,2022-02-07 15:00:00,2022,2,7,3,15,2,152
21654,2022-02-07 16:00:00,2022,2,7,3,16,2,161
21655,2022-02-07 17:00:00,2022,2,7,3,17,2,180
21656,2022-02-07 18:00:00,2022,2,7,3,18,3,200
21657,2022-02-07 19:00:00,2022,2,7,3,19,3,224
21658,2022-02-07 20:00:00,2022,2,7,3,20,3,239
21659,2022-02-07 21:00:00,2022,2,7,3,21,3,243
21660,2022-02-07 22:00:00,2022,2,7,3,22,3,232
21661,2022-02-07 23:00:00,2022,2,7,3,23,3,222
21662,2022-02-08 00:00:00,2022,2,8,3,0,0,209
21663,2022-02-08 01:00:00,2022,2,8,3,1,0,161
21664,2022-02-08 02:00:00,2022,2,8,3,2,0,152
21665,2022-02-08 03:00:00,2022,2,8,3,3,0,145
21666,2022-02-08 04:00:00,2022,2,8,3,4,0,143
21667,2022-02-08 05:00:00,2022,2,8,3,5,0,147
21668,2022-02-08 06:00:00,2022,2,8,3,6,1,157
21669,2022-02-08 07:00:00,2022,2,8,3,7,1,168
21670,2022-02-08 08:00:00,2022,2,8,3,8,1,176
21671,2022-02-08 09:00:00,2022,2,8,3,9,1,174
21672,2022-02-08 10:00:00,2022,2,8,3,10,1,161
21673,2022-02-08 11:00:00,2022,2,8,3,11,1,138
21674,2022-02-08 12:00:00,2022,2,8,3,12,2,111
21675,2022-02-08 13:00:00,2022,2,8,3,13,2,93
21676,2022-02-08 14:00:00,2022,2,8,3,14,2,87
21677,2022-02-08 15:00:00,2022,2,8,3,15,2,84
21678,2022-02-08 16:00:00,2022,2,8,3,16,2,91
21679,2022-02-08 17:00:00,2022,2,8,3,17,2,107
21680,2022-02-08 18:00:00,2022,2,8,3,18,3,133
21681,2022-02-08 19:00:00,2022,2,8,3,19,3,168
21682,2022-02-08 20:00:00,2022,2,8,3,20,3,192
21683,2022-02-08 21:00:00,2022,2,8,3,21,3,204
21684,2022-02-08 22:00:00,2022,2,8,3,22,3,204
21685,2022-02-08 23:00:00,2022,2,8,3,23,3,193
21686,2022-02-09 00:00:00,2022,2,9,3,0,0,176
21687,2022-02-09 01:00:00,2022,2,9,3,1,0,177
21688,2022-02-09 02:00:00,2022,2,9,3,2,0,135
21689,2022-02-09 03:00:00,2022,2,9,3,3,0,131
21690,2022-02-09 04:00:00,2022,2,9,3,4,0,136
21691,2022-02-09 05:00:00,2022,2,9,3,5,0,147
21692,2022-02-09 06:00:00,2022,2,9,3,6,1,158
21693,2022-02-09 07:00:00,2022,2,9,3,7,1,163
21694,2022-02-09 08:00:00,2022,2,9,3,8,1,161
21695,2022-02-09 09:00:00,2022,2,9,3,9,1,155
21696,2022-02-09 10:00:00,2022,2,9,3,10,1,146
21697,2022-02-09 11:00:00,2022,2,9,3,11,1,134
21698,2022-02-09 12:00:00,2022,2,9,3,12,2,130
21699,2022-02-09 13:00:00,2022,2,9,3,13,2,126
21700,2022-02-09 14:00:00,2022,2,9,3,14,2,126
21701,2022-02-09 15:00:00,2022,2,9,3,15,2,130
21702,2022-02-09 16:00:00,2022,2,9,3,16,2,135
21703,2022-02-09 17:00:00,2022,2,9,3,17,2,147
21704,2022-02-09 18:00:00,2022,2,9,3,18,3,163
21705,2022-02-09 19:00:00,2022,2,9,3,19,3,176
21706,2022-02-09 20:00:00,2022,2,9,3,20,3,184
21707,2022-02-09 21:00:00,2022,2,9,3,21,3,189
21708,2022-02-09 22:00:00,2022,2,9,3,22,3,191
21709,2022-02-09 23:00:00,2022,2,9,3,23,3,189
21710,2022-02-10 00:00:00,2022,2,10,3,0,0,172
21711,2022-02-10 01:00:00,2022,2,10,3,1,0,147
21712,2022-02-10 02:00:00,2022,2,10,3,2,0,145
21713,2022-02-10 03:00:00,2022,2,10,3,3,0,137
21714,2022-02-10 04:00:00,2022,2,10,3,4,0,132
21715,2022-02-10 05:00:00,2022,2,10,3,5,0,130
21716,2022-02-10 06:00:00,2022,2,10,3,6,1,136
21717,2022-02-10 07:00:00,2022,2,10,3,7,1,147
21718,2022-02-10 08:00:00,2022,2,10,3,8,1,168
21719,2022-02-10 09:00:00,2022,2,10,3,9,1,163
21720,2022-02-10 10:00:00,2022,2,10,3,10,1,135
21721,2022-02-10 11:00:00,2022,2,10,3,11,1,124
21722,2022-02-10 12:00:00,2022,2,10,3,12,2,112
21723,2022-02-10 13:00:00,2022,2,10,3,13,2,102
21724,2022-02-10 14:00:00,2022,2,10,3,14,2,101
21725,2022-02-10 15:00:00,2022,2,10,3,15,2,103
21726,2022-02-10 16:00:00,2022,2,10,3,16,2,106
21727,2022-02-10 17:00:00,2022,2,10,3,17,2,112
21728,2022-02-10 18:00:00,2022,2,10,3,18,3,134
21729,2022-02-10 19:00:00,2022,2,10,3,19,3,176
21730,2022-02-10 20:00:00,2022,2,10,3,20,3,184
21731,2022-02-10 21:00:00,2022,2,10,3,21,3,200
21732,2022-02-10 22:00:00,2022,2,10,3,22,3,201
21733,2022-02-10 23:00:00,2022,2,10,3,23,3,198
21734,2022-02-11 00:00:00,2022,2,11,3,0,0,183
21735,2022-02-11 01:00:00,2022,2,11,3,1,0,170
21736,2022-02-11 02:00:00,2022,2,11,3,2,0,163
21737,2022-02-11 03:00:00,2022,2,11,3,3,0,161
21738,2022-02-11 04:00:00,2022,2,11,3,4,0,162
21739,2022-02-11 05:00:00,2022,2,11,3,5,0,158
21740,2022-02-11 06:00:00,2022,2,11,3,6,1,165
21741,2022-02-11 07:00:00,2022,2,11,3,7,1,167
21742,2022-02-11 08:00:00,2022,2,11,3,8,1,182
21743,2022-02-11 09:00:00,2022,2,11,3,9,1,174
21744,2022-02-11 10:00:00,2022,2,11,3,10,1,153
21745,2022-02-11 11:00:00,2022,2,11,3,11,1,126
21746,2022-02-11 12:00:00,2022,2,11,3,12,2,114
21747,2022-02-11 13:00:00,2022,2,11,3,13,2,98
21748,2022-02-11 14:00:00,2022,2,11,3,14,2,99
21749,2022-02-11 15:00:00,2022,2,11,3,15,2,100
21750,2022-02-11 16:00:00,2022,2,11,3,16,2,107
21751,2022-02-11 17:00:00,2022,2,11,3,17,2,104
21752,2022-02-11 18:00:00,2022,2,11,3,18,3,124
21753,2022-02-11 19:00:00,2022,2,11,3,19,3,153
21754,2022-02-11 20:00:00,2022,2,11,3,20,3,187
21755,2022-02-11 21:00:00,2022,2,11,3,21,3,186
21756,2022-02-11 22:00:00,2022,2,11,3,22,3,185
21757,2022-02-11 23:00:00,2022,2,11,3,23,3,183
21758,2022-02-12 00:00:00,2022,2,12,3,0,0,178
21759,2022-02-12 01:00:00,2022,2,12,3,1,0,164
21760,2022-02-12 02:00:00,2022,2,12,3,2,0,161
21761,2022-02-12 03:00:00,2022,2,12,3,3,0,148
21762,2022-02-12 04:00:00,2022,2,12,3,4,0,148
21763,2022-02-12 05:00:00,2022,2,12,3,5,0,148
21764,2022-02-12 06:00:00,2022,2,12,3,6,1,152
21765,2022-02-12 07:00:00,2022,2,12,3,7,1,151
21766,2022-02-12 08:00:00,2022,2,12,3,8,1,156
21767,2022-02-12 09:00:00,2022,2,12,3,9,1,161
21768,2022-02-12 10:00:00,2022,2,12,3,10,1,148
21769,2022-02-12 11:00:00,2022,2,12,3,11,1,126
21770,2022-02-12 12:00:00,2022,2,12,3,12,2,110
21771,2022-02-12 13:00:00,2022,2,12,3,13,2,102
21772,2022-02-12 14:00:00,2022,2,12,3,14,2,96
21773,2022-02-12 15:00:00,2022,2,12,3,15,2,94
21774,2022-02-12 16:00:00,2022,2,12,3,16,2,92
21775,2022-02-12 17:00:00,2022,2,12,3,17,2,102
21776,2022-02-12 18:00:00,2022,2,12,3,18,3,116
21777,2022-02-12 19:00:00,2022,2,12,3,19,3,145
21778,2022-02-12 20:00:00,2022,2,12,3,20,3,155
21779,2022-02-12 21:00:00,2022,2,12,3,21,3,166
21780,2022-02-12 22:00:00,2022,2,12,3,22,3,172
21781,2022-02-12 23:00:00,2022,2,12,3,23,3,166
21782,2022-02-13 00:00:00,2022,2,13,3,0,0,158
21783,2022-02-13 01:00:00,2022,2,13,3,1,0,140
21784,2022-02-13 02:00:00,2022,2,13,3,2,0,132
21785,2022-02-13 03:00:00,2022,2,13,3,3,0,128
21786,2022-02-13 04:00:00,2022,2,13,3,4,0,125
21787,2022-02-13 05:00:00,2022,2,13,3,5,0,126
21788,2022-02-13 06:00:00,2022,2,13,3,6,1,129
21789,2022-02-13 07:00:00,2022,2,13,3,7,1,136
21790,2022-02-13 08:00:00,2022,2,13,3,8,1,141
21791,2022-02-13 09:00:00,2022,2,13,3,9,1,141
21792,2022-02-13 10:00:00,2022,2,13,3,10,1,138
21793,2022-02-13 11:00:00,2022,2,13,3,11,1,126
21794,2022-02-13 12:00:00,2022,2,13,3,12,2,105
21795,2022-02-13 13:00:00,2022,2,13,3,13,2,92
21796,2022-02-13 14:00:00,2022,2,13,3,14,2,90
21797,2022-02-13 15:00:00,2022,2,13,3,15,2,94
21798,2022-02-13 16:00:00,2022,2,13,3,16,2,101
21799,2022-02-13 17:00:00,2022,2,13,3,17,2,116
21800,2022-02-13 18:00:00,2022,2,13,3,18,3,138
21801,2022-02-13 19:00:00,2022,2,13,3,19,3,155
21802,2022-02-13 20:00:00,2022,2,13,3,20,3,169
21803,2022-02-13 21:00:00,2022,2,13,3,21,3,175
21804,2022-02-13 22:00:00,2022,2,13,3,22,3,175
21805,2022-02-13 23:00:00,2022,2,13,3,23,3,170
21806,2022-02-14 00:00:00,2022,2,14,3,0,0,159
21807,2022-02-14 01:00:00,2022,2,14,3,1,0,142
21808,2022-02-14 02:00:00,2022,2,14,3,2,0,147
21809,2022-02-14 03:00:00,2022,2,14,3,3,0,137
21810,2022-02-14 04:00:00,2022,2,14,3,4,0,132
21811,2022-02-14 05:00:00,2022,2,14,3,5,0,132
21812,2022-02-14 06:00:00,2022,2,14,3,6,1,135
21813,2022-02-14 07:00:00,2022,2,14,3,7,1,147
21814,2022-02-14 08:00:00,2022,2,14,3,8,1,155
21815,2022-02-14 09:00:00,2022,2,14,3,9,1,149
21816,2022-02-14 10:00:00,2022,2,14,3,10,1,129
21817,2022-02-14 11:00:00,2022,2,14,3,11,1,121
21818,2022-02-14 12:00:00,2022,2,14,3,12,2,103
21819,2022-02-14 13:00:00,2022,2,14,3,13,2,99
21820,2022-02-14 14:00:00,2022,2,14,3,14,2,106
21821,2022-02-14 15:00:00,2022,2,14,3,15,2,130
21822,2022-02-14 16:00:00,2022,2,14,3,16,2,99
21823,2022-02-14 17:00:00,2022,2,14,3,17,2,111
21824,2022-02-14 18:00:00,2022,2,14,3,18,3,132
21825,2022-02-14 19:00:00,2022,2,14,3,19,3,155
21826,2022-02-14 20:00:00,2022,2,14,3,20,3,177
21827,2022-02-14 21:00:00,2022,2,14,3,21,3,194
21828,2022-02-14 22:00:00,2022,2,14,3,22,3,197
21829,2022-02-14 23:00:00,2022,2,14,3,23,3,194
21830,2022-02-15 00:00:00,2022,2,15,3,0,0,171
21831,2022-02-15 01:00:00,2022,2,15,3,1,0,159
21832,2022-02-15 02:00:00,2022,2,15,3,2,0,157
21833,2022-02-15 03:00:00,2022,2,15,3,3,0,155
21834,2022-02-15 04:00:00,2022,2,15,3,4,0,148
21835,2022-02-15 05:00:00,2022,2,15,3,5,0,145
21836,2022-02-15 06:00:00,2022,2,15,3,6,1,151
21837,2022-02-15 07:00:00,2022,2,15,3,7,1,164
21838,2022-02-15 08:00:00,2022,2,15,3,8,1,179
21839,2022-02-15 09:00:00,2022,2,15,3,9,1,180
21840,2022-02-15 10:00:00,2022,2,15,3,10,1,177
21841,2022-02-15 11:00:00,2022,2,15,3,11,1,167
21842,2022-02-15 12:00:00,2022,2,15,3,12,2,150
21843,2022-02-15 13:00:00,2022,2,15,3,13,2,136
21844,2022-02-15 14:00:00,2022,2,15,3,14,2,140
21845,2022-02-15 15:00:00,2022,2,15,3,15,2,138
21846,2022-02-15 16:00:00,2022,2,15,3,16,2,144
21847,2022-02-15 17:00:00,2022,2,15,3,17,2,170
21848,2022-02-15 18:00:00,2022,2,15,3,18,3,185
21849,2022-02-15 19:00:00,2022,2,15,3,19,3,216
21850,2022-02-15 20:00:00,2022,2,15,3,20,3,241
21851,2022-02-15 21:00:00,2022,2,15,3,21,3,241
21852,2022-02-15 22:00:00,2022,2,15,3,22,3,232
21853,2022-02-15 23:00:00,2022,2,15,3,23,3,228
21854,2022-02-16 00:00:00,2022,2,16,3,0,0,207
21855,2022-02-16 01:00:00,2022,2,16,3,1,0,192
21856,2022-02-16 02:00:00,2022,2,16,3,2,0,182
21857,2022-02-16 03:00:00,2022,2,16,3,3,0,173
21858,2022-02-16 04:00:00,2022,2,16,3,4,0,174
21859,2022-02-16 05:00:00,2022,2,16,3,5,0,173
21860,2022-02-16 06:00:00,2022,2,16,3,6,1,174
21861,2022-02-16 07:00:00,2022,2,16,3,7,1,183
21862,2022-02-16 08:00:00,2022,2,16,3,8,1,196
21863,2022-02-16 09:00:00,2022,2,16,3,9,1,197
21864,2022-02-16 10:00:00,2022,2,16,3,10,1,191
21865,2022-02-16 11:00:00,2022,2,16,3,11,1,186
21866,2022-02-16 12:00:00,2022,2,16,3,12,2,165
21867,2022-02-16 13:00:00,2022,2,16,3,13,2,151
21868,2022-02-16 14:00:00,2022,2,16,3,14,2,153
21869,2022-02-16 15:00:00,2022,2,16,3,15,2,149
21870,2022-02-16 16:00:00,2022,2,16,3,16,2,158
21871,2022-02-16 17:00:00,2022,2,16,3,17,2,162
21872,2022-02-16 18:00:00,2022,2,16,3,18,3,192
21873,2022-02-16 19:00:00,2022,2,16,3,19,3,228
21874,2022-02-16 20:00:00,2022,2,16,3,20,3,248
21875,2022-02-16 21:00:00,2022,2,16,3,21,3,253
21876,2022-02-16 22:00:00,2022,2,16,3,22,3,253
21877,2022-02-16 23:00:00,2022,2,16,3,23,3,236
21878,2022-02-17 00:00:00,2022,2,17,3,0,0,220
21879,2022-02-17 01:00:00,2022,2,17,3,1,0,211
21880,2022-02-17 02:00:00,2022,2,17,3,2,0,211
21881,2022-02-17 03:00:00,2022,2,17,3,3,0,197
21882,2022-02-17 04:00:00,2022,2,17,3,4,0,188
21883,2022-02-17 05:00:00,2022,2,17,3,5,0,192
21884,2022-02-17 06:00:00,2022,2,17,3,6,1,197
21885,2022-02-17 07:00:00,2022,2,17,3,7,1,206
21886,2022-02-17 08:00:00,2022,2,17,3,8,1,221
21887,2022-02-17 09:00:00,2022,2,17,3,9,1,215
21888,2022-02-17 10:00:00,2022,2,17,3,10,1,195
21889,2022-02-17 11:00:00,2022,2,17,3,11,1,168
21890,2022-02-17 12:00:00,2022,2,17,3,12,2,146
21891,2022-02-17 13:00:00,2022,2,17,3,13,2,137
21892,2022-02-17 14:00:00,2022,2,17,3,14,2,132
21893,2022-02-17 15:00:00,2022,2,17,3,15,2,136
21894,2022-02-17 16:00:00,2022,2,17,3,16,2,132
21895,2022-02-17 17:00:00,2022,2,17,3,17,2,145
21896,2022-02-17 18:00:00,2022,2,17,3,18,3,171
21897,2022-02-17 19:00:00,2022,2,17,3,19,3,203
21898,2022-02-17 20:00:00,2022,2,17,3,20,3,238
21899,2022-02-17 21:00:00,2022,2,17,3,21,3,242
21900,2022-02-17 22:00:00,2022,2,17,3,22,3,241
21901,2022-02-17 23:00:00,2022,2,17,3,23,3,230
21902,2022-02-18 00:00:00,2022,2,18,3,0,0,215
21903,2022-02-18 01:00:00,2022,2,18,3,1,0,213
21904,2022-02-18 02:00:00,2022,2,18,3,2,0,200
21905,2022-02-18 03:00:00,2022,2,18,3,3,0,189
21906,2022-02-18 04:00:00,2022,2,18,3,4,0,186
21907,2022-02-18 05:00:00,2022,2,18,3,5,0,188
21908,2022-02-18 06:00:00,2022,2,18,3,6,1,196
21909,2022-02-18 07:00:00,2022,2,18,3,7,1,210
21910,2022-02-18 08:00:00,2022,2,18,3,8,1,220
21911,2022-02-18 09:00:00,2022,2,18,3,9,1,221
21912,2022-02-18 10:00:00,2022,2,18,3,10,1,211
21913,2022-02-18 11:00:00,2022,2,18,3,11,1,181
21914,2022-02-18 12:00:00,2022,2,18,3,12,2,128
21915,2022-02-18 13:00:00,2022,2,18,3,13,2,107
21916,2022-02-18 14:00:00,2022,2,18,3,14,2,101
21917,2022-02-18 15:00:00,2022,2,18,3,15,2,98
21918,2022-02-18 16:00:00,2022,2,18,3,16,2,102
21919,2022-02-18 17:00:00,2022,2,18,3,17,2,115
21920,2022-02-18 18:00:00,2022,2,18,3,18,3,140
21921,2022-02-18 19:00:00,2022,2,18,3,19,3,181
21922,2022-02-18 20:00:00,2022,2,18,3,20,3,204
21923,2022-02-18 21:00:00,2022,2,18,3,21,3,215
21924,2022-02-18 22:00:00,2022,2,18,3,22,3,217
21925,2022-02-18 23:00:00,2022,2,18,3,23,3,208
21926,2022-02-19 00:00:00,2022,2,19,3,0,0,187
21927,2022-02-19 01:00:00,2022,2,19,3,1,0,176
21928,2022-02-19 02:00:00,2022,2,19,3,2,0,167
21929,2022-02-19 03:00:00,2022,2,19,3,3,0,163
21930,2022-02-19 04:00:00,2022,2,19,3,4,0,156
21931,2022-02-19 05:00:00,2022,2,19,3,5,0,149
21932,2022-02-19 06:00:00,2022,2,19,3,6,1,155
21933,2022-02-19 07:00:00,2022,2,19,3,7,1,160
21934,2022-02-19 08:00:00,2022,2,19,3,8,1,169
21935,2022-02-19 09:00:00,2022,2,19,3,9,1,168
21936,2022-02-19 10:00:00,2022,2,19,3,10,1,161
21937,2022-02-19 11:00:00,2022,2,19,3,11,1,155
21938,2022-02-19 12:00:00,2022,2,19,3,12,2,156
21939,2022-02-19 13:00:00,2022,2,19,3,13,2,145
21940,2022-02-19 14:00:00,2022,2,19,3,14,2,141
21941,2022-02-19 15:00:00,2022,2,19,3,15,2,139
21942,2022-02-19 16:00:00,2022,2,19,3,16,2,142
21943,2022-02-19 17:00:00,2022,2,19,3,17,2,156
21944,2022-02-19 18:00:00,2022,2,19,3,18,3,176
21945,2022-02-19 19:00:00,2022,2,19,3,19,3,204
21946,2022-02-19 20:00:00,2022,2,19,3,20,3,218
21947,2022-02-19 21:00:00,2022,2,19,3,21,3,222
21948,2022-02-19 22:00:00,2022,2,19,3,22,3,234
21949,2022-02-19 23:00:00,2022,2,19,3,23,3,225
21950,2022-02-20 00:00:00,2022,2,20,3,0,0,207
21951,2022-02-20 01:00:00,2022,2,20,3,1,0,199
21952,2022-02-20 02:00:00,2022,2,20,3,2,0,189
21953,2022-02-20 03:00:00,2022,2,20,3,3,0,186
21954,2022-02-20 04:00:00,2022,2,20,3,4,0,182
21955,2022-02-20 05:00:00,2022,2,20,3,5,0,181
21956,2022-02-20 06:00:00,2022,2,20,3,6,1,184
21957,2022-02-20 07:00:00,2022,2,20,3,7,1,189
21958,2022-02-20 08:00:00,2022,2,20,3,8,1,189
21959,2022-02-20 09:00:00,2022,2,20,3,9,1,185
21960,2022-02-20 10:00:00,2022,2,20,3,10,1,172
21961,2022-02-20 11:00:00,2022,2,20,3,11,1,164
21962,2022-02-20 12:00:00,2022,2,20,3,12,2,154
21963,2022-02-20 13:00:00,2022,2,20,3,13,2,146
21964,2022-02-20 14:00:00,2022,2,20,3,14,2,132
21965,2022-02-20 15:00:00,2022,2,20,3,15,2,133
21966,2022-02-20 16:00:00,2022,2,20,3,16,2,141
